id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-1vpm.2,4,open,open,task,"Episode unit: tables, 4-signal scorer with false-merge floor, assertion-calibrated",,substrate,polylogue-1vpm,domain-implementation-slice,,determinism/idempotency;security/authorization;operator-gate;regression-fixture,,polylogue-1vpm.3;polylogue-4ts;polylogue-mhx,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/114_polylogue_1vpm_2.md,origin-only=1,records-landed-work,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:11:21Z,2026-07-15T17:11:21Z,area:substrate;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-1vpm.4,4,open,open,task,Turn-pair unit with prompt-burst semantics (no double-claimed answers),,substrate,polylogue-1vpm,canonical-authority-owner,"A state machine accumulates consecutive eligible human_authored/operator_command prompts into one burst, skips runtime/tool protocol material without erasing timing, attaches at most one following assistant-authored answer, and emits abandoned trailing bursts.",bounded-resource;security/authorization;schema/contract;operator-gate;regression-fixture,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/115_polylogue_1vpm_4.md,origin-only=1,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:11:04Z,2026-07-15T17:11:04Z,area:substrate;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-1vpm.5,4,open,open,task,Correction-edge runtime query: resolve correction assertions to corrected blocks/tools/models,,substrate,polylogue-1vpm,domain-implementation-slice,,receipt/provenance;schema/contract,,,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:11:00Z,2026-07-15T17:11:00Z,area:substrate;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-20d.12,4,open,open,feature,"Daemon result cache + post-ingest warming: precomputed answers, cursor-keyed invalidation",,daemon;perf,polylogue-20d,domain-implementation-slice,,bounded-resource;restart/crash;regression-fixture,polylogue-20d.1,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/092_polylogue_20d_12.md,origin-only=1,records-landed-work+records-residual-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:01:30Z,2026-07-13T04:01:30Z,area:daemon;area:perf;delivery:G-live-performance;lane:interactive-performance;spine
polylogue-20d.15,4,open,open,task,"Bulk ingest throughput + resource envelope: parallel parse, batched writes, bounded RSS/IO",,daemon;ops;perf,polylogue-20d,domain-implementation-slice,,live-evidence;bounded-resource;operator-gate;regression-fixture,polylogue-20d.14,polylogue-20d.6;polylogue-b5l,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/090_polylogue_20d_15.md,origin-only=1,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:13Z,2026-07-08T20:15:13Z,area:daemon;area:ops;area:perf;delivery:G-live-performance;lane:interactive-performance;size:M;spine
polylogue-212,4,open,open,epic,Proof-world demo portfolio: PF-D1/PF-D2/PF-D4/PF-D5/PF-D8,,demos,,program/invariant-container,"Only non-primitive DATA TRANSFORMS or COMPUTATIONS belong to the ""file it as a primitive first"" rule; agent-in-the-loop decision-making does not.",live-evidence;receipt/provenance;bounded-resource;mutation/falsification;schema/contract;operator-gate;regression-fixture,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-06/D-demos.md;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/191_polylogue_212.md;docs/demos.md;.agent/handoffs/polylogue-legibility-kit-2026-07-10/02b-demo-portfolio-expanded.md,both=1;origin-only=3,records-residual-work,demos,retain program container; do not execute as a leaf,2026-07-13T07:00:18Z,2026-07-13T07:00:18Z,area:demos;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-212.1,4,open,open,task,Post-hoc forensic Q&A demo: questions a tracer cannot answer,,demos;legibility,polylogue-212,domain-implementation-slice,,live-evidence;regression-fixture,polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/122_polylogue_212_1.md,origin-only=1,,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:20Z,2026-07-08T20:15:20Z,area:demos;area:legibility;delivery:L-external-legibility;lane:docs-demos-launch
polylogue-212.2,4,open,open,task,PF-D1 'The receipts': claim-vs-evidence on a real PR,,demos,polylogue-212,domain-implementation-slice,,unspecified/qualitative,polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/123_polylogue_212_2.md;.agent/handoffs/polylogue-legibility-kit-2026-07-10/fork-prompts/02-polylogue-receipts-demo.md;.agent/handoffs/polylogue-legibility-kit-v2-2026-07-10/07-BEADS-DELTA.md,origin-only=3,records-landed-work,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T07:00:18Z,2026-07-13T07:00:18Z,area:demos;delivery:L-external-legibility;lane:docs-demos-launch
polylogue-212.3,4,open,open,task,PF-D2 'Where did the money actually go': cost by outcome,,demos;usage,polylogue-212,domain-implementation-slice,,regression-fixture,polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/124_polylogue_212_3.md,origin-only=1,,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T07:00:18Z,2026-07-13T07:00:18Z,area:demos;area:usage;delivery:L-external-legibility;lane:docs-demos-launch
polylogue-212.5,4,open,open,task,PF-D5 'The session that watched itself': live capture proof,,daemon;demos,polylogue-212,domain-implementation-slice,,live-evidence;schema/contract,polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj,,,.agent/demos/,symbolic=1,records-landed-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T07:00:18Z,2026-07-13T07:00:18Z,area:daemon;area:demos;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-2jj,4,open,open,task,IssueBench: real issues as coding-agent effectiveness benchmarks,,analytics,polylogue-rxdo,domain-implementation-slice,,schema/contract,,,,,no-explicit-paths,records-landed-work+records-residual-work,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:02:33Z,2026-07-13T04:02:33Z,area:analytics;delivery:N-horizon;horizon:vision;lane:horizon-spec;research
polylogue-2n6,4,open,open,feature,Harness remote-control lane: drive Claude Code / Codex sessions from Polylogue surfaces,,context,polylogue-s7ae,surface/adaptation-slice,,regression-fixture,polylogue-37t.8,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:36Z,2026-07-08T20:15:36Z,area:context;delivery:N-horizon;delivery:ac-patched;lane:horizon-spec
polylogue-3tl,4,open,open,epic,"External legibility: a stranger can understand, run, and cite Polylogue",,legibility,,program/invariant-container,,unspecified/qualitative,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/190_polylogue_3tl.md;.agent/handoffs/polylogue-legibility-kit-2026-07-10/;docs/demos.md;docs/findings/claim-vs-evidence.md;docs/public-claims.yaml;docs/sinex-interop.md;.agent/reports/chatgpt-pro-branch-assimilation-2026-07-11.md,both=4;origin-only=2;symbolic=1,records-landed-work+records-residual-work,legibility,retain program container; do not execute as a leaf,2026-07-11T11:37:26Z,2026-07-11T11:37:26Z,area:legibility;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-3tl.10,4,open,open,task,Launch kit: announcement artifacts prepared so publication is one decision,,legibility,polylogue-3tl,domain-implementation-slice,,live-evidence;bounded-resource;security/authorization;schema/contract;operator-gate,polylogue-212.1;polylogue-212.2;polylogue-212.3;polylogue-212.4;polylogue-212.8;polylogue-3tl.16;polylogue-3tl.4;polylogue-3tl.7;polylogue-cfk,,,docs/launch/;.agent/handoffs/polylogue-legibility-kit-2026-07-10/;docs/legibility,missing/planned=1;symbolic=2,,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T14:42:26Z,2026-07-14T14:42:26Z,area:legibility;delivery:L-external-legibility;delivery:ac-patched;lane:docs-demos-launch
polylogue-3tl.12,4,open,open,task,README de-meta / de-persuasion pass with reproducible capability claims,,legibility,polylogue-3tl,canonical-authority-owner,"Place that proof + its visual immediately below the fold, the run command directly after it, compress capabilities to three sections (find/read, audit lineage+cost, compile reviewed context) instead of five, keep the pre-1.0 trusted-single-host boundary visible near the proof not buried at the end.",live-evidence;receipt/provenance;determinism/idempotency;security/authorization;operator-gate;regression-fixture,polylogue-3tl.16,,,.agent/handoffs/polylogue-readme-positioning-2026-07-14/;.agent/handoffs/polylogue-legibility-kit-2026-07-10/;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/126_polylogue_3tl_12.md;docs/public-claims.yaml;docs/examples/visual-tapes/evidence-receipt.png,both=2;origin-only=1;symbolic=2,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:53Z,2026-07-16T12:56:53Z,area:legibility;delivery:L-external-legibility;lane:docs-demos-launch
polylogue-3tl.15,4,open,open,task,"Anti-grep proof card: the ""why not grep ~/.claude"" answer, grounded in one finding",,docs;legibility,polylogue-3tl,domain-implementation-slice,,regression-fixture,,,,.agent/demos;.agent/handoffs/polylogue-deep-research-2026-07-09/2026-07-09-external-legibility-audit.md;.agent/demos/claim-vs-evidence/;docs/getting-started.md;docs/search.md;docs/findings/claim-vs-evidence.md;docs/demos.md,both=4;origin-only=2;symbolic=1,records-landed-work+records-residual-work,docs,retain-distinct; no duplicate/contradiction found in this pass,2026-07-10T17:14:24Z,2026-07-10T17:14:24Z,area:docs;area:legibility;delivery:L-external-legibility;horizon:frontier;lane:docs-demos-launch;tech-tree
polylogue-3tl.3,4,open,open,task,"Claim-vs-evidence leaderboard variant (multi-model, incl. open models)",,legibility,polylogue-3tl,domain-implementation-slice,,regression-fixture,,,,.agent/demos/claim-vs-evidence;.agent/demos/claim-vs-evidence/claim-vs-evidence.report.json;.agent/handoffs/polylogue-deep-research-2026-07-09/2026-07-09-external-legibility-audit.md,origin-only=1;missing/planned=2,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-09T19:45:16Z,2026-07-09T19:45:16Z,area:legibility;delivery:L-external-legibility;delivery:ac-patched;lane:docs-demos-launch
polylogue-3tl.4,4,open,open,task,Findings publishing lane: campaign artifacts on the docs site,,legibility,polylogue-3tl,consolidation-owner,(5) LIVING PAGES: re-running a finding does NOT mint a new URL and does NOT silently replace numbers — it appends a dated CHANGELOG entry attributing each changed number to the provenance delta (new cursor/commit/run date) and supersedes in place.,live-evidence;receipt/provenance;bounded-resource;determinism/idempotency;schema/contract;regression-fixture,polylogue-3tl.16;polylogue-bby.15;polylogue-rxdo.4;polylogue-svfj,polylogue-cpf,,docs/findings/;devtools/render_findings.py;devtools/command_catalog.py;devtools/render_all.py;docs/findings/**;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/128_polylogue_3tl_4.md;docs/findings/claim-vs-evidence.md,both=3;origin-only=1;missing/planned=1;symbolic=2,records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-10T14:50:01Z,2026-07-10T14:50:01Z,area:legibility;delivery:L-external-legibility;lane:docs-demos-launch;spine;wave:2
polylogue-3tl.6,4,open,open,feature,Publish the normalized session model as a versioned interchange schema,,legibility;substrate,polylogue-3tl,domain-implementation-slice,,receipt/provenance;schema/contract;regression-fixture,polylogue-2qx.1.1;polylogue-rxdo.1;polylogue-svfj,,,docs/schemas/cli-output/,symbolic=1,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:00:51Z,2026-07-13T04:00:51Z,area:legibility;area:substrate;delivery:L-external-legibility;delivery:ac-patched;lane:docs-demos-launch
polylogue-3tl.7,4,open,open,task,Release is a decision: proven install matrix across package managers and OSes,,legibility;ops,polylogue-3tl,domain-implementation-slice,,unspecified/qualitative,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/129_polylogue_3tl_7.md;docs/installation.md;.agent/handoffs/polylogue-deep-research-2026-07-09/2026-07-09-external-legibility-audit.md;.agent/handoffs/polylogue-readme-positioning-2026-07-14/polylogue-02-time-to-proof.md,both=1;origin-only=3,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:53Z,2026-07-16T12:56:53Z,area:legibility;area:ops;delivery:L-external-legibility;lane:docs-demos-launch;wave:1
polylogue-3tl.8,4,open,open,task,GitHub surface polish: the repo page itself is a landing page,,legibility,polylogue-3tl,surface/adaptation-slice,,bounded-resource;security/authorization,polylogue-3tl.1,polylogue-3tl.4,,docs/security.md;.agent/handoffs/polylogue-deep-research-2026-07-09/2026-07-09-external-legibility-audit.md;docs/daemon-threat-model.md;.agent/handoffs/polylogue-readme-positioning-2026-07-14/,both=2;origin-only=1;symbolic=1,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T14:42:25Z,2026-07-14T14:42:25Z,area:legibility;delivery:L-external-legibility;delivery:ac-patched;lane:docs-demos-launch
polylogue-3tl.9,4,open,open,task,Docs-and-visuals ownership: coverage lint + regenerable visuals as a standing devloop gate,,devloop;devtools;legibility,polylogue-3tl,domain-implementation-slice,,security/authorization;regression-fixture,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/193_polylogue_3tl_9.md;.agent/handoffs/polylogue-deep-research-2026-07-09/2026-07-09-external-legibility-audit.md;tests/infra/mcp.py;devtools/verify_doc_commands.py;devtools/render_topology_status.py;devtools/docs_surface.py;devtools/verify_docs_coverage.py;docs/plans/docs-coverage-baseline.yaml;devtools/render_mcp_tool_index.py;docs/mcp-reference.md;tests/unit/devtools/test_verify_docs_coverage.py,both=9;origin-only=2,records-landed-work+records-residual-work,devloop,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:54Z,2026-07-16T12:56:54Z,area:devloop;area:devtools;area:legibility;delivery:L-external-legibility;lane:docs-demos-launch
polylogue-3xx,4,open,open,feature,"Verb-behavior and ops preferences bundle: confirmations, judge defaults, copy formats, spend, quiesce",,ops;surface,polylogue-w8db,domain-implementation-slice,,live-evidence;restart/crash;security/authorization;regression-fixture,polylogue-37t.12;polylogue-y4c,,,,no-explicit-paths,records-residual-work,ops,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:30Z,2026-07-08T20:15:30Z,area:ops;area:surface;delivery:E-variants-preferences;lane:variants-preferences
polylogue-45i,4,open,open,feature,Datasette lane: the archive as an explorable SQLite exhibit,,legibility;surface,polylogue-3tl,domain-implementation-slice,,receipt/provenance;security/authorization;schema/contract;regression-fixture,,,,,no-explicit-paths,records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:35Z,2026-07-08T20:15:35Z,area:legibility;area:surface;delivery:L-external-legibility;delivery:ac-patched;lane:docs-demos-launch
polylogue-4822,4,open,open,feature,Curated polylogue.sdk + frozen public models: the external-consumer boundary lynchpin needs,,api,polylogue-hg8n,canonical-authority-owner,"SEQUENCE 2026-07-13: after t46.8's MCP verb algebra — the SDK's ~20 curated verbs and the MCP's collapsed verb core should be the SAME verbs over the same contracts (one boundary, two transports).",security/authorization;schema/contract,polylogue-3tl.6;polylogue-rxdo.1,,,,no-explicit-paths,,api,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:10:00Z,2026-07-15T17:10:00Z,area:api;delivery:M-substrate-consolidation;horizon:mid;lane:substrate-consolidation;tech-tree
polylogue-48h,4,open,open,chore,Consolidate SQLite introspection helpers (10 copies of _table_exists and friends),,substrate,polylogue-a7xr,domain-implementation-slice,"One module: storage/sqlite/introspection.py with table_exists(conn, name, schema='main'), index_exists, column_exists — sync versions + thin async wrappers (or a single implementation taking both connection protocols; decide by reading the aiosqlite call sites).",parity/completeness;schema/contract,,,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:34Z,2026-07-08T20:15:34Z,area:substrate;delivery:M-substrate-consolidation;delivery:ac-patched;lane:substrate-consolidation;refactor;wave:2
polylogue-4g5,4,open,open,feature,Expose the archive as an HPI module and Promnesia source,,legibility,polylogue-l4kf,domain-implementation-slice,,live-evidence;schema/contract;regression-fixture,,,,,no-explicit-paths,,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:30Z,2026-07-07T13:00:30Z,area:legibility;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-4smp,4,open,open,epic,Content variants: language-aware transformed archive objects with alignment,,context;mcp;query;surface;web,,program/invariant-container,,receipt/provenance;schema/contract;regression-fixture,,polylogue-37t.1;polylogue-4p1;polylogue-jnj.1;polylogue-s7ae,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/079_polylogue_4smp.md,origin-only=1,records-residual-work,context,retain program container; do not execute as a leaf,2026-07-08T20:14:59Z,2026-07-08T20:14:59Z,area:context;area:mcp;area:query;area:surface;area:web;delivery:E-variants-preferences;horizon:vision;lane:variants-preferences;size:L;spine
polylogue-4ts.7,4,open,open,task,"Physical session identity collision beneath origin collapse: same native_id, two source families, one row",,lineage;substrate,polylogue-4ts,domain-implementation-slice,,regression-fixture,polylogue-2qx.1.1,,,,no-explicit-paths,,lineage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:10:54Z,2026-07-15T17:10:54Z,area:lineage;area:substrate;delivery:F-lineage-compaction;horizon:mid;lane:lineage-compaction;tech-tree
polylogue-5dx,4,open,open,chore,"Dependency leverage policy: [analytics]/[ml] extras, evaluated adoptions",,devtools,polylogue-a7xr,domain-implementation-slice,,unspecified/qualitative,,,,,no-explicit-paths,,devtools,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:32Z,2026-07-08T20:15:32Z,area:devtools;chore;delivery:M-substrate-consolidation;lane:substrate-consolidation
polylogue-611,4,open,open,feature,Grok (xAI) conversation export importer,,ingest,polylogue-l4kf,domain-implementation-slice,,live-evidence;regression-fixture,polylogue-2qx.1.1,,,,no-explicit-paths,,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:33Z,2026-07-07T13:00:33Z,area:ingest;delivery:K-interop-origin-export;horizon:mid;lane:origin-interop-export
polylogue-6bu,4,open,open,chore,"Docs-site verification lane (pages cache, link integrity)",,devloop,polylogue-3tl,domain-implementation-slice,,live-evidence,,,,,no-explicit-paths,,devloop,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:38Z,2026-07-08T20:15:38Z,area:devloop;delivery:L-external-legibility;horizon:frontier;lane:docs-demos-launch
polylogue-6kh,4,open,open,feature,"Query-scope preferences bundle: default time window, scope filters, logical fold",,query;surface,polylogue-w8db,domain-implementation-slice,,live-evidence,polylogue-fnm.12;polylogue-y4c,,,,no-explicit-paths,records-landed-work,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:09Z,2026-07-08T20:15:09Z,area:query;area:surface;delivery:E-variants-preferences;lane:variants-preferences
polylogue-7k7,4,open,open,feature,Research-tooling export lane: inspect-ai / Docent formats,,substrate,polylogue-l4kf,domain-implementation-slice,,receipt/provenance;schema/contract;operator-gate;regression-fixture,polylogue-fs1.3;polylogue-fs1.5,,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:29Z,2026-07-07T13:00:29Z,area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-9l5.1,4,open,open,feature,Outcome-conditioned analytics: cost/duration/retries/tools by structural success,,analytics,polylogue-9l5,domain-implementation-slice,Anchored examples (all one step from existing substrate): cost of failed vs clean sessions; failure-rate by model VERSION; retry cascade depth; 'sessions where >30% of tool calls errored' (needs the child-count DSL predicate or the relation directly).,regression-fixture,polylogue-9l5.7.2,polylogue-1vpm,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/180_polylogue_9l5_1.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:19Z,2026-07-08T20:15:19Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-9l5.10,4,open,open,feature,"Process mining: workflow motifs, transition models, bottleneck discovery",,analytics,polylogue-9l5,canonical-authority-owner,,receipt/provenance;parity/completeness;mutation/falsification;regression-fixture,polylogue-9l5.7.3,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:33Z,2026-07-08T20:15:33Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-9l5.11,4,open,open,feature,Predictive advisories: calibrated classical models on structural labels,,analytics;context,polylogue-9l5,domain-implementation-slice,,live-evidence;receipt/provenance;operator-gate,polylogue-9l5.7.3,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:32Z,2026-07-08T20:15:32Z,area:analytics;area:context;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-9l5.12,4,open,open,feature,"Information-theoretic and graph measures: redundancy, diversity, tree shapes",,analytics,polylogue-9l5,domain-implementation-slice,,regression-fixture,polylogue-9l5.7.3,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:32Z,2026-07-08T20:15:32Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-9l5.13,4,open,open,task,activity_spans materializer: edit/test/build/idle/delegate intervals with evidence tiers,,analytics;insights,polylogue-9l5,domain-implementation-slice,,receipt/provenance;determinism/idempotency;regression-fixture,polylogue-9l5.19,polylogue-1vpm;polylogue-9l5.6;polylogue-9l5.7.2,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/117_polylogue_9l5_13.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:11:14Z,2026-07-15T17:11:14Z,area:analytics;area:insights;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-9l5.14,4,open,open,task,Efficiency measure pack v1: scorecard vector over spans/episodes/delegations — no magic score,,analytics;insights,polylogue-9l5,domain-implementation-slice,,regression-fixture,polylogue-9l5.13;polylogue-9l5.7.2,polylogue-1vpm.1,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:11:10Z,2026-07-15T17:11:10Z,area:analytics;area:insights;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-9l5.15,4,open,open,task,Triage frontier: worth_reviewing_score + TRIAGED lifecycle — an inbox that empties,,analytics;insights,polylogue-9l5,domain-implementation-slice,"Honesty corrections from review: hard-zero ONLY truly disposable sessions — in-flight and superseded branches become VISIBLE demoted buckets, never hidden drops (a queue that hides rows falsely looks empty); low-confidence enrichment factors visibly marked and down-weighted.",bounded-resource;operator-gate;regression-fixture,polylogue-9l5.7.2,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/185_polylogue_9l5_15.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:03Z,2026-07-08T20:15:03Z,area:analytics;area:insights;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-9l5.16,4,open,open,task,"Trajectory Quality Index: reward-shaping composite, never truth",,analytics,polylogue-9l5,canonical-authority-owner,,parity/completeness;operator-gate;regression-fixture,polylogue-9l5.7.2,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:21Z,2026-07-07T13:00:21Z,area:analytics;delivery:I-analytics-experiments;delivery:ac-patched;horizon:vision;lane:analytics-experiments;tech-tree
polylogue-9l5.17,4,open,open,task,"Model-drift observatory: candidate changepoints with validity gates, never causal claims",,analytics,polylogue-9l5,canonical-authority-owner,,parity/completeness;security/authorization;mutation/falsification;operator-gate;regression-fixture,polylogue-9l5.7.3,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:20Z,2026-07-07T13:00:20Z,area:analytics;delivery:I-analytics-experiments;delivery:ac-patched;horizon:vision;lane:analytics-experiments;tech-tree
polylogue-9l5.19,4,open,open,task,Thinking-vs-doing drift: experimental coverage-gated measure of reasoning share vs tool-active share,,analytics,polylogue-9l5,domain-implementation-slice,,live-evidence;bounded-resource;security/authorization,,polylogue-9l5.7,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:24Z,2026-07-08T20:15:24Z,area:analytics;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
polylogue-9l5.2,4,open,open,feature,Cross-provider comparative analytics,,analytics,polylogue-9l5,domain-implementation-slice,,receipt/provenance;regression-fixture,polylogue-9l5.7.3,polylogue-1vpm,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/181_polylogue_9l5_2.md,origin-only=1,records-residual-work,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:18Z,2026-07-08T20:15:18Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-9l5.3,4,open,open,feature,Pathology epidemiology: corpus-level rates and trends,,analytics,polylogue-9l5,canonical-authority-owner,,parity/completeness;determinism/idempotency;regression-fixture,polylogue-9l5.7.2,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:40Z,2026-07-08T20:15:40Z,area:analytics;delivery:I-analytics-experiments;delivery:ac-patched;lane:analytics-experiments
polylogue-9l5.4,4,open,open,feature,Token-economy analytics: cache-lane and attention accounting,,analytics;usage,polylogue-9l5,canonical-authority-owner,,bounded-resource;parity/completeness;operator-gate;regression-fixture,polylogue-9l5.7.2,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:40Z,2026-07-08T20:15:40Z,area:analytics;area:usage;delivery:I-analytics-experiments;delivery:ac-patched;lane:analytics-experiments
polylogue-9l5.5,4,open,open,feature,Ship opinionated saved views as product defaults,,analytics;query,polylogue-9l5,canonical-authority-owner,"That unifies the example library, completions, and the golden-path workflow registry into one mechanism (workflow registry entries become saved queries with docs).",parity/completeness;regression-fixture,,polylogue-9l5.7.2,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:39Z,2026-07-08T20:15:39Z,area:analytics;area:query;delivery:I-analytics-experiments;delivery:ac-patched;lane:analytics-experiments
polylogue-9l5.8,4,open,open,feature,"Temporal analytics: trends, rolling baselines, changepoint detection",,analytics,polylogue-9l5,domain-implementation-slice,,bounded-resource;schema/contract;regression-fixture,polylogue-9l5.7.3,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/183_polylogue_9l5_8.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:11Z,2026-07-08T20:15:11Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
