order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
292,0,polylogue-1a9,3,chore,open,polylogue-a7xr,,Remove dead session-commit stubs + unused web-construct row + stale fuzz README,Single surgical-renewal PR; targets enumerated on the issue.,
293,0,polylogue-48h,3,chore,open,polylogue-a7xr,,Consolidate SQLite introspection helpers (10 copies of _table_exists and friends),"Ten separate implementations of _table_exists exist across cli/commands/tutorial.py, cli/read_views/streaming_markdown.py, cli/commands/status.py, insights/readiness.py (async), operations/archive_debt.py, sources/live/hook_paste_enrichment.py, sources/live/convergence_debt_retry.py, storage/source_sessions.py, and storage/session_replacement.py (sync+async pair) — grown from the six the original grok counted.",
294,0,polylogue-5dx,3,chore,open,,,"Dependency leverage policy: [analytics]/[ml] extras, evaluated adoptions","The analytics tower and adjacent programs want libraries; core must stay lean (pure-Python, fast cold start — 20d.2 is fighting import weight already).",Extras defined in pyproject with lazy-import seams; core test suite passes with no extras installed; policy table committed; 20d.2 receives the measured import-cost ranking of current core deps.
295,0,polylogue-6bu,3,chore,open,polylogue-3tl,,"Docs-site verification lane (pages cache, link integrity)",DEMO-RADAR 07-01: generated pages cache blocked integration pushes and produced false failures; PR #2500 fixed link generation.,Broken internal link fails the lane with the offending page:anchor named; stale-cache false-failures documented with the one-command fix; lane runs in verify --quick or render all --check.
296,0,polylogue-6l6,3,chore,open,polylogue-3tl,,Docs/theming/release-proof/control-plane polish,Externally inspectable + internally dogfoodable polish set.,Each slice either done or split to its own bead; docs claims about version/commands verified against live surfaces (render checks green).
297,1,polylogue-a7xr.12,3,chore,open,polylogue-a7xr,polylogue-a7xr.11,"neighbor_candidates needs a 4-method protocol, not the 20-method SessionQueryRuntimeStore","VERIFIED counts: archive/session/neighbor_candidates.py calls exactly 4 store methods (resolve_id, get, list_summaries_by_query, search_summary_hits) but is typed against the ~20-method SessionQueryRuntimeStore — forcing api/archive.py:1341-1747 _ArchiveNeighborRuntime to stub ~15 unneeded methods (~400 lines), re-implement the 18-kwarg trio a FOURTH time, and still need a cast at :4216 because it does not truly conform.",Adapter under 80 lines; no cast; neighbor_candidates behavior unchanged (existing tests); mypy strict green.
298,0,polylogue-a7xr.14,3,chore,open,polylogue-a7xr,,Collapse the one-operation operations-contract framework to concrete Import models,Abstraction audit: operations/operation_contract.py (277 LOC of OperationRequest/Ack/FollowUp/Status generics) serves exactly ONE operation — OperationKind.IMPORT (9 prod uses); the other 9 of 10 enum members have zero prod uses and nothing dispatches on .kind (rendered once as a markdown label).,Wire envelope byte-identical (golden); one concrete model pair; unused enum members gone or each carries a consumer; devtools verify green.
299,0,polylogue-a7xr.15,3,chore,open,polylogue-a7xr,,payloads.py: generic from_row for the 74 identical-name copy lines (keeps typed wire contract),"Abstraction audit (rg-verified): 30 hand-rolled from_row/from_* classmethods in surfaces/payloads.py where 74 of 74 x=row.y copy lines are identical-name — pure mechanical transcription across 2,921 LOC / 85 classes.",Identical wire output (goldens across list/search/read payloads); per-class field-parity test in place; ~400-500 LOC removed; render openapi/cli-output-schemas unchanged.
300,0,polylogue-a7xr.9,3,chore,open,polylogue-a7xr,,"Mechanical helper dedup sweep: scalar coercion quadruplet, _table_exists x40, provenance vocab x6, title/tags mixin",Bundle of zero-risk verbatim-copy consolidations from the divergence audit: (a) daemon scalar-coercion helpers (_required_str/_optional_str/_row_int/_row_float) copied across 5+ status modules with ALREADY-diverged signatures (row_float -> float vs float|None) while core/payload_coercion.py is the designated home; (b) _table_exists defined 40x (41 with the schema variant) — the codebase's single most duplicated function; (c) _range_timing_provenance/_date_provenance emitting the timestamped_ran…,rg counts: one definition each for the swept helpers; mypy --strict green; no behavior goldens change.
301,0,polylogue-bby.6,3,chore,open,polylogue-bby,,Interaction debt: replace window.prompt(); de-drift the JS renderer,window.prompt() for workspace/recall-pack naming; hand-rolled JS message rendering duplicating the Python renderers (drift risk — the renderer contract should be shared or snapshot-tested against the canonical renderer output).,
302,0,polylogue-jnj.7,3,chore,open,polylogue-jnj,,Provider-token leakage cleanup in public CLI help,Public filters use origin vocabulary; some analysis/maintenance help still advertises provider tokens.,No provider-family token appears in polylogue --help output tree or UsageError messages where an origin token is meant; docs/cli-reference.md regenerated.
303,0,polylogue-jsy,3,chore,open,polylogue-kwsb,,Harden blob hash validation + drop misleading symlink check,Defense-in-depth (none currently exploitable): fullmatch 64-hex in blob_path/cleanup_orphans; drop the CWD symlink loop in sanitize_path; consider a zip aggregate budget.,
304,4,polylogue-kwsb,2,epic,open,,,Security & privacy: the archive can forget on purpose and never leaks secrets,"WHY: a personal archive of ALL AI work is the most sensitive database on the machine — it must be able to forget on purpose (excision that provably removes bytes, not just rows) and must never leak (localhost daemon reachable from a hostile page, secrets in captured content).",Excision (right-to-forget + secret redaction + blob excision) is execution-grade and shares one mutation-audit/dry-run/--yes contract with reset (jnj.5); the security-privacy-coverage.yaml gaps each have an owning bead or test; the MCP write/admin destructive path shares the same audit-row contract.
305,0,polylogue-0aj,3,feature,open,polylogue-a7xr,,Declared write-effects chain: post-commit effects as registry entries,"archive/write_effects.py:commit_archive_write_effects is the one good choke point in the write path — FTS repair, blob leases, cache invalidation already flow through it.",
306,1,polylogue-5wp,2,task,open,,polylogue-0aj,"Insights as declared derived views: dissolve the stage, materialize by policy","Session insights currently run as a dedicated convergence stage that materializes everything (profiles, work events, phases, threads, run projection) whether or not anything reads it — the run-projection rows already proved partially redundant (x5l source-derived CTEs; dab drops the cache rows).",InsightSpec registry with every current insight classified; at least one table demoted to query-time and session_stats added with list surfaces reading it; the standalone insights stage gone from convergence; rebuild produces identical read results (snapshot parity).
307,1,polylogue-1jc,3,feature,open,polylogue-w8db,"polylogue-20d.14, polylogue-y4c",Learned defaults: the archive proposes your configuration as judged candidates,"The archive records every polylogue invocation (its own dogfood telemetry + affordance usage), which means it can OBSERVE preference: the operator adds --view dialogue to 80% of codex reads; always re-sorts by recency; never opens temporary sessions from lists; always bumps --max-tokens on read.",Detector produces a correct suggestion from seeded telemetry (dominant flag pattern -> candidate with evidence aggregate); accepting in judge writes the scoped settings row and the new default takes effect; rejecting suppresses re-proposal; suggestions capped; deployment keys never proposed.
308,0,polylogue-1xc.10,3,feature,open,polylogue-1xc,,Design spike: express session insights + aggregates as declared derived views over a single refresh engine,Longer-horizon refactor the operator gestured at ('insights as declared derived views').,"1) An ADR under docs/ (or thoughtspace) that inventories every current insight table, classifies per-session vs cross-session scope and its affected-scope function, and proposes (or explicitly rejects) a declared-derived-view registry with a single refresh engine."
309,1,polylogue-1xc,1,epic,open,,,Scale-hardening: bugs that only bite on real-scale archives,Confirmed-severe set of code correct on small/clean fixtures but wrong at real scale (e.g.,"Epic terminal state: every child closed and a scale-regression lane exists (seeded large-archive tier or live-copy probe) that would have caught each shipped bug class, wired into the optional lanes."
310,1,polylogue-2n6,3,feature,open,,polylogue-37t.8,Harness remote-control lane: drive Claude Code / Codex sessions from Polylogue surfaces,"Operator direction 2026-07-03: analogous to web-chat posting, coding-agent sessions should eventually be drivable — Claude Code has remote-control affordances (claude.ai/code session URLs / SendMessage-style continuation), and Codex needs an analogous lane (possible without native remote control via terminal injection, but fiddlier).",
311,0,polylogue-30h,3,feature,open,,,Display titles: synthesize when the stored title is a first-prompt echo,"Session lists (web reader, CLI rows) render stored titles that are just the truncated first user prompt: 'do not launch any more subagents than these.",
312,1,polylogue-37t.10,3,feature,open,polylogue-37t,polylogue-37t.12,Setup evolution via judged candidates: hooks/context-specs/cookbook changes proposed as evidence-linked assertions,"The operator wants agents maintaining and self-improving the Polylogue setup itself — hook scripts, injection policies, cookbook recipes, MCP tool contracts.",
313,0,polylogue-37t.18,3,feature,open,polylogue-37t,,"Second-brain entity graph: structural-vs-candidate mention split, backlinks, topic co-occurrence",Navigable knowledge graph over the archive: entities/entity_mentions/entity_topics + an entity_backlinks VIEW.,Structural mentions resolve without gating; candidate mentions enter as recursive-safety candidates; backlinks VIEW works; a prose-fabrication fixture does NOT self-promote.
314,0,polylogue-37t.19,3,feature,open,polylogue-37t,,"Semantic notification policy: route CONTENT signals through the existing fan-out, fatigue-controlled",Wire-what-exists: the daemon already has a 5-backend notification fan-out carrying only OPS alerts.,A standing-query delta emits one Notice through the existing fan-out; token bucket suppresses a storm; snooze works; zero alerts on generated material; brief --since reads the ledger.
315,1,polylogue-37t.20,3,feature,open,polylogue-37t,polylogue-37t.15,Cross-project recall(task_hint) MCP tool: most-similar prior sessions + their lessons across all repos,"The operator dream made concrete: recall(task_hint) returns the most-similar prior sessions plus their corrections/lessons/blockers across ALL repos, as a budgeted evidence pack.",recall(task_hint) returns cross-repo ranked sessions with attached judged lessons and resolve-able refs; a hint about a topic with a known prior session surfaces it in top-3 on the live archive (spot fixture); candidate-vs-judged assertions visibly distinct in payload; tool registered with contract + discovery test.
316,1,polylogue-37t.21,3,feature,open,polylogue-37t,polylogue-37t.15,Prompt/meta-workflow distillery: induce parametrized meta-prompts from high-value past sessions,The operator stated dream — history is training data for HOW to work.,Distillery produces parametrized templates from a session cohort as PROMPT_TEMPLATE candidates in git-YAML; A/B evaluator refuses a win below the evidence floor; each template cites the sessions it distilled from.
317,0,polylogue-37t.9,3,feature,open,polylogue-37t,,Agent self-experimentation rail: PROMPT_EVAL writer + context-spec variation + background candidate passes,"Raw-log-sourced: agents run methodological self-evals (same task, varied context specs via subagents — runnable today with compile_context spec variation), store judged observations as assertions (AssertionKind.PROMPT_EVAL exists with no writer, enums.py:426), and background LLM passes ('dreaming') write candidate assertions over the corpus.",
318,1,polylogue-3gd.1,3,feature,open,polylogue-3gd,"polylogue-d1y, polylogue-pj8",polylogue doctor + adoption telemetry: why-zero-usage diagnosis with a relevance control,The substrate is worthless if agents do not use it — and the adoption signal is worthless if it false-alarms.,doctor reports liveness + zero-usage diagnosis with relevance control on a fixture matrix (used repo / configured-unused repo / irrelevant repo); adoption-rate insight computed from tool_use rows; archive-root mistake caught with actionable message.
319,2,polylogue-3gd,1,feature,open,polylogue-37t,"polylogue-d1y, polylogue-pj8",Activation layer: the agent-side setup that makes the substrate get used at all,"Operator directive (2026-07-03), verbatim intent: everything built here — assertions, annotation protocol, blackboard, judge/note verbs, MCP tools, remote control — is WASTED WORK if agents do not actually use it, and adoption is behavioral: models use what their context reminds them of.","The substrate chapter exists in dots/claude and renders to Claude+Codex; trigger table, seven flows, and five protocol examples present; preamble cross-reference live; the weekly adoption report renders from affordance-usage with baseline captured BEFORE the chapter ships (so the delta is measurable); one month later the report shows material adoption movement or the chapter is revised (decay-watch is part of acceptance, not an afterthought)."
320,3,polylogue-37t,2,epic,open,,,Agent context/memory loop: declared claims -> judgment -> preamble -> reboot,"The judged-memory loop: agents declare structured claims, the operator judges them, active claims compile into context preambles, and sessions reboot into compact evidence packs.","- A seeded end-to-end scenario test demonstrates one claim flowing claims->judgment->preamble->reboot: an agent emits a declared marker (37t.2) that lands as a candidate assertion, the operator accepts it via the judgment queue, it appears as a ref in a compiled SessionStart preamble for the matching repo (37t.4/37t.11), and it survives a reboot-with-refs handoff (37t.3) resolvable via resolve_ref."
321,0,polylogue-3tl.6,3,feature,open,polylogue-3tl,,Publish the normalized session model as a versioned interchange schema,"There is no interchange format for agent sessions — every harness invents one, every archiver re-parses.",
322,1,polylogue-3xx,3,feature,open,polylogue-w8db,polylogue-y4c,"Verb-behavior and ops preferences bundle: confirmations, judge defaults, copy formats, spend, quiesce","Remaining inventory classes: destructive-op confirmation level, judge queue default filter + batch size, copy-affordance default format, open target; ops: runtime-adjustable embedding spend budget, per-root watch debounce, alert-routing severity floor, daemon quiesce toggle, cache memory cap.",Quiesce pauses ingest visibly and resumes; spend budget change takes effect without restart; confirmation level=never skips prompts in a seeded destructive flow while default prompts; judge opens with the configured filter.
323,0,polylogue-45i,3,feature,open,polylogue-3tl,,Datasette lane: the archive as an explorable SQLite exhibit,index.db is already the artifact the SQLite/local-first crowd trusts most: a plain SQLite file.,
324,0,polylogue-4822,3,feature,open,,,Curated polylogue.sdk + frozen public models: the external-consumer boundary lynchpin needs,"Problem: downstream consumers (Lynchpin is the live example — raw sqlite + reimplemented models + a stale FROM conversations query) bypass the Python facade because the public boundary is broad, unversioned, and unstable — every internal module is reachable and nothing distinguishes supported surface from implementation detail.","Explicit public __all__ on polylogue.sdk + polylogue.models; stable DTO namespace with frozen models; capability/schema-version check API (consumer can ask: does this archive support X, which index version); SDK covers Lynchpin usage and Lynchpin drops its raw-sqlite path; layering lint forbids internal imports; examples import only the public namespace."
325,0,polylogue-7fj,3,feature,open,polylogue-rii,,Ingest beads issue history as a Polylogue evidence source,Beads is Dolt-backed with full history plus interactions.jsonl and events export.,bd issue history for this repo ingests as sessions/events with stable native ids (idempotent re-ingest); one join query answers 'sessions that touched bead X' on the live archive.
326,1,polylogue-4c0,2,task,open,polylogue-rii,polylogue-7fj,Beads-native work loop: session<->bead cross-links and archive-rendered work history,"Beads and the archive already observe the same work from two sides but never join: a bead's history (claims, closes, reasons) names no sessions; a session's transcript contains bd commands the archive does not structurally extract.","On the live archive: session<->bead edges materialize for the recent devloop sessions; the bead work-history envelope renders for a real closed bead with sessions, cost, and changes; a close-reason cross-check runs for one campaign bead and reports agreement; Stop-hook writes the session ref into bd notes on claim/close."
327,2,polylogue-rii,2,epic,open,,,Live substrate intake: agents write work-events; evidence materializes in-loop,"Invert the relationship for live agents: work lands in Polylogue as it happens (push), and the agent reads context/evidence back in-loop.",- The generic write-leg + intake seam scope is defined and split into child beads (rii.1 = the agent work-event write-leg); Hermes-specific ingestion is explicitly excluded and pointed at fs1.
328,1,polylogue-7xv,3,feature,open,polylogue-l4kf,,Native git/repo awareness: session-to-commit/branch/repo correlation in Polylogue,"Operator decision on polylogue-cuu (2026-07-03): Lynchpin is being dismantled; Polylogue owns session semantics and should potentially carry some git/repo awareness natively, with advanced cross-source correlation living in Sinex.",
329,0,polylogue-83u.5,3,feature,open,polylogue-83u,,Blob store zstd compression (36GB -> est 5-8GB),Content-addressed blobs are uncompressed JSON; zstd frames are self-identifying so no schema change is needed.,
330,1,polylogue-83u,1,epic,open,,,"Attachment & blob evidence integrity: bytes exist, are honest, and stay affordable","Attachments are metadata-only by construction: 8,425 rows claim 8.4GB, 0 blobs exist, 56% zero-byte; blob_hash was synthetic until v13 made it honest-nullable with acquisition_status.","REFRAMED (operator 2026-07-04): the goal is to CAPTURE attachment bytes going forward, not miss-then-account."
331,3,polylogue-9l5.10,3,feature,open,polylogue-9l5,polylogue-9l5.7,"Process mining: workflow motifs, transition models, bottleneck discovery",SEQ in the DSL queries KNOWN patterns; nothing DISCOVERS unknown ones.,On the seeded corpus: DFG renders with edge counts/gaps; two-partition transition comparison outputs divergence + significance; top-10 motifs table with support; one motif converts to a runnable SEQ query.
332,3,polylogue-9l5.11,3,feature,open,polylogue-9l5,polylogue-9l5.7,Predictive advisories: calibrated classical models on structural labels,"The honest ML niche beyond embeddings: supervised models where LABELS ARE STRUCTURAL (no human annotation, no LLM judging): abandonment early-warning (features from the first K turns -> P(never completes)), thrash-loop early-warning (feeds the advisory hooks bfv with a probabilistic signal), cost/duration forecasting for a session in progress, next-week cost forecast (upgrading cost_outlook from extrapolation to a proper interval forecast).",One model (abandonment early-warning) trained via campaign on the live archive with time-split eval; model card shows calibration + Brier + AUC vs a base-rate baseline; beats baseline meaningfully or the bead closes with the negative result recorded.
333,3,polylogue-9l5.12,3,feature,open,polylogue-9l5,polylogue-9l5.7,"Information-theoretic and graph measures: redundancy, diversity, tree shapes","Cheap, construct-transparent measures that add texture no rollup has: (1) REDUNDANCY via compression ratio — zstd ratio of session prose is a real measure of repetitiveness (context thrash shows up as low ratio-of-new-information; pairs with lineage dedup work); (2) DIVERSITY via entropy — tool-use distribution entropy per session/repo/model = workflow diversity (a model that only ever shell+edit's vs one using the full affordance set); (3) TREE SHAPES — subagent fan-out distributions, depth hi…",Four measures registered with construct notes and tier labels; redundancy + entropy computed for the seeded corpus and queryable as session fields; fan-out/depth distributions render for a session tree; co-occurrence edges exported for the surface-economy audit.
334,0,polylogue-9l5.3,3,feature,open,polylogue-9l5,,Pathology epidemiology: corpus-level rates and trends,"Detectors are per-session and deterministic; the epidemiology is missing: pathology rates over time, by model, by repo, by tool — 'is thrash-looping getting better since the March harness change?' Materialize as an archive-level insight (registry pattern) so CLI/MCP get it for free.",
335,0,polylogue-9l5.4,3,feature,open,polylogue-9l5,,Token-economy analytics: cache-lane and attention accounting,"Cache-lane accounting is disjoint and honest; nothing yet answers 'what fraction of apparent token throughput is cache-read amplification, per provider, over time' or 'context budget spent on tool results vs prose'.",
336,0,polylogue-9l5.5,3,feature,open,polylogue-9l5,,Ship opinionated saved views as product defaults,"The DSL pipeline is the analytics API; ship the canned questions as named saved views (thrash loops, abandoned-with-question, most-expensive-failures, tools-that-break, model-failure-rates) so the analytics are discoverable without learning the grammar first.",
337,3,polylogue-9l5.9,3,feature,open,polylogue-9l5,polylogue-9l5.7,"Survival analysis: session duration, abandonment hazard, time-to-outcome","Sessions end three ways — completed, abandoned, still-open — which is textbook censored-duration data, and nothing in the archive treats it that way: mean session length lies when abandonment is common (it averages over censoring).",KM estimator property-tested against a reference implementation on synthetic censored data.
338,1,polylogue-b1n,3,feature,open,polylogue-bby,polylogue-ptx,WebUI-driven posting: operator drives web chats from the workbench,"Operator direction 2026-07-03 (with the ptx un-gate): posting should eventually be user-drivable from the web UI, not only agent-drivable.",
339,0,polylogue-bby.12,3,feature,open,polylogue-bby,,Session replay: play a session back the way it happened,"The forensic UX nothing else has: scrub through a session on its own event-time — messages and tool calls appear at recorded timestamps (or compressed 10x/60x), the ap7 semantic cards animating in sequence, with a parallel rail showing repo state advancing (commits from 7xv, file-change markers from yrx) and cost/token burn accumulating.","A real 200+ message session replays with correct event pacing at 10x, pause drops into the normal reader at the playhead, cost rail matches session totals at the end, and a replay recording of a seeded session is committed as a demo asset."
340,0,polylogue-bby.13,3,feature,open,polylogue-bby,,The day page: a daily narrative the operator actually reads,Day summaries exist as data with no operator-facing face.,Yesterday's page renders on the live archive with every number expanding to refs; past-day loads are cache-instant; CLI twin renders the same composition; open-loops section links straight into judge/resume actions.
341,0,polylogue-bby.2,3,feature,open,polylogue-bby,,Query completions + expression explain in the web search box,"The search box accepts the full DSL but exposes none of it: no completions, no explain, no error recovery.",
342,0,polylogue-bby.3,3,feature,open,polylogue-bby,,Aggregate analytics views in the web UI,"No aggregate view exists — the inspector is session-by-session while the substrate has rollups, facets, group-by pipelines, and cost relations.",
343,0,polylogue-bby.4,3,feature,open,polylogue-bby,,Live session tailing as a first-class mode,SSE granular topics + append-mode ingestion exist; the UI treats the archive as static.,
344,0,polylogue-bby.5,3,feature,open,polylogue-bby,,Long-session navigation: phases/windows/minimap,"The substrate has temporal windows, phases, and work events; the reader has a flat scroll.",
345,2,polylogue-bfv,3,feature,open,,"polylogue-d1y, polylogue-20d.1, polylogue-20d.12",Advisory hooks: archive-informed PreToolUse/UserPromptSubmit responses,Hooks currently flow one direction: harness -> archive.,
346,0,polylogue-fnm.3,3,feature,open,polylogue-fnm,,"SEQ modifiers: within:<duration> and {n,} occurrence counts",SEQ matches non-contiguous subsequences over ToolCategory with no time/count constraints.,
347,0,polylogue-fnm.5,3,feature,open,polylogue-fnm,,topic-pack: staged multi-channel topic-lineage retrieval,Composition flagship: seeds -> signal extraction -> embedding expansion -> time-neighbor -> topology -> classify -> timeline/context-pack/gaps.,
348,0,polylogue-fnm.7,3,feature,open,polylogue-fnm,,Generalized child-count predicates: count(unit where ...) comparisons,`sessions where count(action where is_error:true) >= 3` — quantified child predicates beyond EXISTS.,
349,0,polylogue-fnm.8,3,feature,open,polylogue-fnm,,Lineage scope operator: logical: prefix expands predicates across the session family,`logical:` scope makes a predicate evaluate over the whole logical session (root + continuations/forks) via session_profiles.logical_session_id — 'sessions (logical) where terminal_state:abandoned AND exists message text:X anywhere in the family'.,logical:REF in any predicate position returns the recomposed logical session set; replayed prefix messages are not double-counted in downstream aggregates; grammar tests cover the terminal-priority trap.
350,0,polylogue-fs1.10,3,feature,open,polylogue-fs1,,Spec-cards: sessions as portable benchmark items (leakage-gated export),"A session with intent + initial SHA + acceptance signal + final diff becomes a portable benchmark row WITHOUT transcript leakage: index.db spec_cards deriving task title/intent, repo/commit refs, outcome EVIDENCE TIER (pr_merged vs explicit_ref vs intent-only are different tiers — reproducibility gated on high-confidence commit attribution), verification command/result, completeness.",Deterministic rows on fixtures; tier separation tested; export leaks nothing by default; rebuild parity after reset --index.
351,0,polylogue-fs1.2,3,feature,open,polylogue-fs1,,Importer: NeMo Relay ATOF/ATIF runtime spans,Import Hermes observer-layer trace exports as runtime span evidence: pre/post_api_request -> LLM request spans; pre/post_tool_call -> tool execution spans with duration/status; approval hooks -> high-risk decision points; subagent hooks -> delegation graph; error hooks -> retry/fallback taxonomy.,
352,0,polylogue-fs1.3,3,feature,open,polylogue-fs1,,Per-source coverage/fidelity declaration for Hermes imports,"Declare what each source tier actually provided: hermes-state-db (authoritative), hermes-json-snapshot (fallback), hermes-atof/atif (spans), hermes-langfuse (optional), hermes-log-dir (degraded recovery).",
353,0,polylogue-fs1.5,3,feature,open,polylogue-fs1,,Export: Atropos/eval JSONL downstream of the canonical archive,"Convert archived Hermes (and other agent) sessions into Atropos-compatible eval/RL trajectories: canonical archive -> eval JSONL, NOT bespoke snapshot->export (that shape is a one-off parser and duplicates Hermes's own NeMo Relay).",
354,2,polylogue-fs1.6,3,feature,open,polylogue-fs1,polylogue-37t.5,"Fully-sovereign loop demo: local Hermes -> archive -> local embeddings -> judged memory -> injection, air-gapped",The demo only this pairing can do: Hermes (open weights) running locally behind the existing LiteLLM gateway (127.0.0.1:4000) -> sessions tailed into the archive (watcher already covers ~/.hermes/sessions) -> local embeddings -> judged assertions -> context injected into the next Hermes session.,
355,0,polylogue-fs1.7,3,feature,open,polylogue-fs1,,Upstream native integration: lifecycle hooks / polylogue-hook support in the open-source Hermes agent,"Claude Code and Codex offer fixed hook surfaces Polylogue adapts TO; the Hermes agent is open source, so integration can go the other direction — contribute generic lifecycle-hook support (or a polylogue-hook integration) upstream.",
356,0,polylogue-fs1.9,3,feature,open,polylogue-fs1,,Polylogue->Sinex derived agent-trace event emitter,"Implements the polylogue-6mv boundary: Polylogue emits derived, privacy-preserving events onto the Sinex event stream instead of Sinex ingesting raw transcripts.","Emitter produces each of the six declared event kinds with only anchor + derived-fact fields, proven by a contract test that fails if any raw-text field is populated; a local emit->consume round-trip test shows events land on the Sinex stream and correlate via polylogue://session/<id>; emission is a no-op (no error) when Sinex is unreachable; `devtools verify` passes."
357,0,polylogue-jnj.9,3,feature,open,polylogue-jnj,,Intentional runtime/deployment configuration surface,"One coherent config surface across user/NixOS/daemon/CLI/MCP/web: ownership per layer, effective-value inspection, recovery from invalid config.","config list shows every recognized key, its value, and winning layer; unknown-key set warns; docs page generated from the same inventory (no hand-maintained table)."
358,0,polylogue-l4kf.1,3,feature,open,polylogue-l4kf,,polylogue-export origin + CIF envelope: import(export(A)) is a content-hash no-op,"Make the archive its own re-ingestable Origin: an export package (CIF-like envelope) carrying content_hash_algo, EMBEDDED ORIGINAL ORIGIN, source manifest, parser fingerprint, fidelity declaration, blob/hash inventory.",Round-trip fixture: identical session/message/block ids; transport provenance queryable; collision fixture quarantines; enum/mapping/parser-registry/docs/tests all include the new origin.
359,1,polylogue-mhx.5,3,feature,open,polylogue-mhx,polylogue-mhx.2,"Semantic analytics surfaces: topics/clustering, novelty, near-duplicate assist",Vectors currently serve only point retrieval (--similar/--semantic/hybrid).,
360,2,polylogue-mhx,2,epic,open,,,"Embedding substrate: provider-general, honest lifecycle, retrieval that earns its cost","Current state: one hardcoded cloud provider (Voyage voyage-4, 1024-dim, constants in sqlite_vec_support.py), vec0 fixed-dimension tables, embedding targets limited to authored prose messages (v21 partial index), opt-in daemon catch-up with cost caps, hybrid RRF + --semantic/--similar surfaces, ops embed onboarding group.",1.
361,0,polylogue-scd,3,feature,open,polylogue-jnj,,Cross-surface handoff: polylogue open + copy-as-command everywhere,"The CLI, webui, and MCP each dead-end at their own borders: a CLI result cannot jump to the richer web view ('polylogue open' does not exist); a webui row cannot be turned into the equivalent CLI command for scripting; an MCP payload ref requires manual reconstruction to inspect by hand.",
362,0,polylogue-uiw,3,feature,open,polylogue-l4kf,,Origin breadth: enumerate the target set + generic openai-chat-shape detector,"The detector registry makes each new origin mechanical, but nobody has enumerated the target set.",
363,0,polylogue-wmj,3,feature,open,polylogue-l4kf,,OTel GenAI trace export lane,Project Run/ObservedEvent/tool/subagent/context data to OTel trace/span/span-event form (GenAI semantic conventions) WITHOUT making OTel internal authority — export-only lane.,polylogue export --format otel-genai-jsonl produces spans that pass an OTel GenAI semantic-convention validator for a sample session set; tool pairs land as parent/child spans; cost attributes present where evidence exists.
364,1,polylogue-0cg,3,feature,open,polylogue-l4kf,polylogue-wmj,OTel GenAI semantic-conventions ingest: any instrumented agent framework becomes an origin,The daemon already has an OTLP receiver (/v1/traces).,
365,0,polylogue-y0b,3,feature,open,polylogue-3tl,,"Generated codebase atlas: the grok report as a rendered, drift-checked doc","Re-deriving 'what is this project, mechanically' from source took a frontier-model session a three-ring parallel read to produce ~15 numbers: LOC by ring, 54 tables across 5 tiers, 6 verbs / ~50 commands / ~392 flags, 126 facade methods, ~61 MCP tools, ~45 daemon routes, 10 origin families.",
366,2,polylogue-3tl,1,epic,open,,,"External legibility: a stranger can understand, run, and cite Polylogue",Every finished artifact proves the substrate is honest; this program makes the project legible to someone with no context.,"Terminal state: a stranger can (1) understand from the README's first screen, (2) run the one-command demo successfully, (3) cite a published finding URL."
367,1,polylogue-y8w,3,feature,open,polylogue-w8db,polylogue-y4c,"Reading preferences bundle: per-scope views, fold budgets, rows, pager","Implementation bundle for the reading-class runtime prefs from the y4c inventory: per-scope default view preset (origin/repo/surface-scoped), per-block-type fold budgets as the default 1lm profile, timestamp style + timezone, row density, result-row column selection (x7d set), pager threshold, auto-read-on-single-hit.",All listed keys settable/scopable with live effect; codex-origin skeleton-view default demonstrated; auto-read opens the single hit; snapshot tests cover two values per pref.
368,2,polylogue-w8db,2,epic,open,,,Configuration doctrine + DB-backed runtime preferences,"WHY: configuration semantics are scattered (env vars, hardcoded defaults, dead user_settings table) and nothing distinguishes deployment config from runtime preference from learned default.","Epic exists and owns y4c (spine) + 3xx, y8w, 6kh, 1jc."
369,1,polylogue-yp0,3,feature,open,polylogue-a7xr,polylogue-9e5.7,"Daemon internal event bus: loops subscribe, polling retires","The daemon runs ~9 concurrent loops (the 9e5.7 lock/starvation audit maps them) coordinating through polling and shared tables: convergence checks for debt, embedding catch-up polls pending counts, FTS status re-derives, alerts re-scan.",
370,2,polylogue-9e5,3,epic,open,,,Audit lane: read-only analyses producing evidence artifacts,"The follow-up analysis catalog from the fables deep-dive: each item is a bounded, read-only analysis a sidecar agent can run during wait windows (PROCESS.md already prescribes 3-4 bounded sidecar research agents when the backlog is thin or a long command runs).",Every child produces a READ-ONLY evidence artifact and never mutates product code.
371,0,polylogue-9l5.18,3,epic,open,polylogue-9l5,,"Missing data-model units: entity-mention, world-effect, verification-run, project, topic-cluster, cross-origin-thread",The ontology gaps identified across the R&D program — each is a derived unit that makes a class of questions queryable.,Each unit queryable as a terminal source with honest evidence tiers; candidate mentions gated by recursive-safety; project is the durable one (batched into user-v5); no name collisions with raw_artifacts/threads; TABLE-vs-VIEW matches the decision matrix.
