order,wave,id,priority,issue_type,status,title,root,parent,release,release_name,lane,original_readiness_grade,upgraded_readiness_grade,had_acceptance_criteria,acceptance_patch_added,verification_lane,proof_artifact_path,security_impact,data_loss_impact,migration_impact,public_claim_impact
226,0,polylogue-9e5.22,3,task,open,Per-module coverage tracking (beyond aggregate floor),polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.22.md,False,False,False,True
227,0,polylogue-9e5.23,3,task,open,Extend coverage-manifest schema to accept bead: owners (retire gh#590 issue-refs),polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.23.md,False,False,True,True
228,0,polylogue-9e5.5,3,task,open,Exhaustive table read/write matrix -> dead-table kill list,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,blob-integrity,D-horizon-ready,D-horizon-ready,True,False,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/A-trust-floor/polylogue-9e5.5.md,False,True,True,False
229,0,polylogue-9e5.6,3,task,open,Hash-boundary census: classify every digest producer/consumer,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,blob-integrity,D-horizon-ready,D-horizon-ready,True,False,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/A-trust-floor/polylogue-9e5.6.md,False,True,False,False
230,0,polylogue-9e5.7,3,task,open,Daemon loop interaction model: lock/starvation map for the ~9 concurrent loops,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.7.md,False,False,True,True
231,0,polylogue-9e5.8,3,task,open,Provider->Origin completion map: sequenced retirement plan,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,agent-write-safety,D-horizon-ready,D-horizon-ready,True,False,candidate assertion write-path tests and rejected-candidate resurrection guard,artifacts/A-trust-floor/polylogue-9e5.8.md,True,False,False,False
232,0,polylogue-9e5.9,3,task,open,Heuristic accuracy benchmark: keyword classifiers vs hand-labeled truth,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,E-spec-needed,D-horizon-ready,False,True,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.9.md,False,False,False,True
233,1,polylogue-b0b.1,2,task,open,Fix substring false-positives in work-event keyword classifier + inventory activity-type label as heuristic-tier,polylogue-b0b,polylogue-b0b,A-trust-floor,Trust floor,evidence-honesty,B-local-inspection-needed,B-local-inspection-needed,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-b0b.1.md,False,False,False,True
234,2,polylogue-b0b,2,task,open,Replace remaining keyword outcome/pathology heuristics with structural evidence,polylogue-b0b,,A-trust-floor,Trust floor,evidence-honesty,A-implementation-ready,A-implementation-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-b0b.md,False,False,False,True
235,0,polylogue-9jsi,3,task,open,Polish search recall: pl_fold write/query symmetry + remove_diacritics 2 + measured trigram lane,polylogue-9jsi,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-9jsi.md,False,False,True,False
236,0,polylogue-9l5.19,3,task,open,Thinking-vs-doing drift: experimental coverage-gated measure of reasoning share vs tool-active share,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.19.md,False,False,False,True
237,1,polylogue-9l5.13,2,task,open,activity_spans materializer: edit/test/build/idle/delegate intervals with evidence tiers,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,B-local-inspection-needed,B-local-inspection-needed,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.13.md,False,False,False,True
238,2,polylogue-9l5.14,3,task,open,Efficiency measure pack v1: scorecard vector over spans/episodes/delegations — no magic score,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.14.md,False,False,False,True
239,1,polylogue-9l5.7.1,3,task,open,Tag Layer-0 substrate insight payloads with evidence_tier so consumers can read rule-heuristic vs structural confidence,polylogue-9l5,polylogue-9l5.7,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.7.1.md,False,False,False,True
240,2,polylogue-9l5.7,2,feature,open,Statistics substrate + measure registry: uncertainty primitives with construct-validity metadata,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,A-implementation-ready,A-implementation-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.7.md,False,False,False,True
241,3,polylogue-9l5.8,2,feature,open,"Temporal analytics: trends, rolling baselines, changepoint detection",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,A-implementation-ready,A-implementation-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.8.md,False,False,False,True
242,3,polylogue-stc,2,feature,open,"Experiment hosting: declared arms, preregistered metrics, paired analysis, agent-buildable",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,A-implementation-ready,A-implementation-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-stc.md,False,False,False,True
243,0,polylogue-9yz,3,task,open,Named bounded-dialogue layout for operator-readable windows,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-9yz.md,False,False,False,False
244,0,polylogue-a7xr.13,3,task,open,"api/contracts write-surface shadow adapters verify copies, not surfaces — delete or re-anchor",polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.13.md,False,True,False,False
245,0,polylogue-a7xr.16,3,task,open,Table-drive the hand-aligned column triplicates in archive_tiers write/read hot core,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.16.md,False,False,True,False
246,0,polylogue-a7xr.4,3,task,open,One percentile implementation: three algorithms across five copies skew operator-facing stats,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.4.md,False,False,False,False
247,0,polylogue-a7xr.7,3,task,open,Role synonym vocabulary maintained by hand in two directions + normalize_role name collision,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.7.md,False,False,False,False
248,0,polylogue-a7xr.8,3,task,open,Index-tier sibling-path derivation pasted ~7x with divergent existence rules,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.8.md,False,False,True,False
249,0,polylogue-bby.1,3,task,open,Workbench responsive under slow/missing routes,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.1.md,False,False,False,False
250,2,polylogue-bby.10,3,task,open,Timeline and firehose: the archive as a scrubbable stream,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,D-horizon-ready,D-horizon-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.10.md,False,False,False,False
251,0,polylogue-c9y,3,task,open,Package topology legibility: boundary doctrine for the 28-package tree + insights/analytics vocabulary,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-c9y.md,False,False,False,False
252,0,polylogue-ca4,3,task,open,Decision: DuckDB as the optional OLAP engine over the archive,polylogue-ca4,,N-horizon,Horizon and vision work,horizon-spec,D-horizon-ready,D-horizon-ready,True,False,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-ca4.md,False,False,True,False
253,0,polylogue-cpf.1,3,task,open,Doctrine lint: reject TEXT timestamps in new durable DDL,polylogue-cpf,polylogue-cpf,A-trust-floor,Trust floor,temporal-provenance,D-horizon-ready,D-horizon-ready,True,False,clock-seam regression tests and weakest-timestamp-source aggregate fixture,artifacts/A-trust-floor/polylogue-cpf.1.md,False,False,True,True
254,0,polylogue-cpf.2,3,task,open,Doctrine: writer-class docstring convention + layering check,polylogue-cpf,polylogue-cpf,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-cpf.2.md,False,False,False,True
255,0,polylogue-cpf.3,3,task,open,Doctrine: injected-context trust deny-lexicon tripwire fixture,polylogue-cpf,polylogue-cpf,A-trust-floor,Trust floor,agent-write-safety,D-horizon-ready,D-horizon-ready,True,False,candidate assertion write-path tests and rejected-candidate resurrection guard,artifacts/A-trust-floor/polylogue-cpf.3.md,True,False,False,False
256,1,polylogue-cpf,2,epic,open,"Land the six doctrines: time, writers, finding-provenance, degraded-modes, non-goals, injected-context trust",polylogue-cpf,,A-trust-floor,Trust floor,agent-write-safety,A-implementation-ready,A-implementation-ready,True,False,candidate assertion write-path tests and rejected-candidate resurrection guard,artifacts/A-trust-floor/polylogue-cpf.md,True,False,False,False
257,0,polylogue-dab.1,3,task,open,Drop payload_json/search_text duplication from run-projection tables; hydrate from typed columns,polylogue-a7xr,polylogue-dab,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-dab.1.md,False,False,False,False
258,1,polylogue-dab,3,task,open,Stop materializing run-projection cache rows; drop DDL after parity,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-dab.md,False,False,True,False
259,0,polylogue-dx1,3,task,open,Decision: daemon HTTP substrate — hand-rolled BaseHTTPRequestHandler vs ASGI,polylogue-dx1,,G-live-performance,"Live intake, capture, daemon, and interactive performance",capture-reliability,E-spec-needed,D-horizon-ready,False,True,"extension smoke, concurrent spool/dedup test, capture-gap event fixture",artifacts/G-live-performance/polylogue-dx1.md,False,False,True,False
260,0,polylogue-f94,3,task,open,Kill-or-commit the TUI (~373 lines of skeletal Textual screens),polylogue-f94,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-f94.md,False,False,False,False
261,0,polylogue-fie,3,task,open,"Decision: archive scaling doctrine — keep everything, optimize the ceilings",polylogue-1xc,polylogue-1xc,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",blob-integrity,E-spec-needed,D-horizon-ready,False,True,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/B-storage-rebuild-bytes/polylogue-fie.md,False,True,False,False
262,3,polylogue-gjg.4,3,task,open,compaction_forgot + compaction_reground surfaces; re-grounding packs survive the next compaction,polylogue-gjg,polylogue-gjg,F-lineage-compaction,Lineage truth and compaction recovery,lineage-compaction,D-horizon-ready,D-horizon-ready,True,False,branch/shared-prefix/compaction/truncation fixture matrix and regrounding proof,artifacts/F-lineage-compaction/polylogue-gjg.4.md,False,False,False,False
263,4,polylogue-gjg,2,epic,open,"Compaction lifecycle: pre-compaction snapshot, loss forensics, post-compaction re-grounding",polylogue-gjg,,F-lineage-compaction,Lineage truth and compaction recovery,lineage-compaction,A-implementation-ready,A-implementation-ready,True,False,branch/shared-prefix/compaction/truncation fixture matrix and regrounding proof,artifacts/F-lineage-compaction/polylogue-gjg.md,False,False,False,False
264,3,polylogue-h10,3,task,open,Prediction and calibration tracking: agents scored on what they said would happen,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-h10.md,False,False,False,True
265,0,polylogue-jnj.10,3,task,open,Make the completion system and DSL discoverable at point of use,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.10.md,False,False,False,False
266,0,polylogue-jnj.11,3,task,open,Extend the fzf pattern from select to ambiguous-result moments,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.11.md,False,False,False,False
267,0,polylogue-jnj.12,3,task,open,Empty-result guidance: 0 hits explains itself,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.12.md,False,False,False,False
268,0,polylogue-jnj.13,3,task,open,Bare-invocation triage: status + five most recent sessions with one-key open,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.13.md,False,False,False,False
269,0,polylogue-jnj.14,3,task,open,Bare single-token query-first dispatch: prefer subcommand-typo error over silent search,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.14.md,False,False,False,False
270,0,polylogue-jnj.2,3,task,open,analyze boolean modes -> named projections; facets becomes a real verb,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.2.md,False,False,False,False
271,0,polylogue-jnj.3,3,task,open,Output dialect normalization (--format/--json + --to/--out),polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.3.md,False,False,False,False
272,0,polylogue-jnj.4,3,task,open,Direct `read session:REF` uses read-view semantics,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.4.md,False,False,False,False
273,0,polylogue-jnj.6,3,task,open,Demo/import surface separation (import --demo -> polylogue demo),polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.6.md,False,False,False,False
274,0,polylogue-jnj.8,3,task,open,"Rationalize root onboarding, tutorial, and reader launcher",polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.8.md,False,False,False,False
275,1,polylogue-mhx.6,3,task,open,"Embedding storage/spend efficiency: quantization, matryoshka, and scoped drain",polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,E-spec-needed,D-horizon-ready,False,True,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.6.md,False,False,False,False
276,0,polylogue-pf1,3,task,open,Sync/async divergence: diff the twin backends against the '10 known divergences' list,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-pf1.md,False,False,False,False
277,1,polylogue-hiu,2,task,open,Collapse storage twins onto the sync core behind an async adapter boundary,polylogue-hiu,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,A-implementation-ready,A-implementation-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-hiu.md,False,False,True,False
278,0,polylogue-rii.3,3,task,open,"Ingest fidelity: parser fingerprints, byte-fidelity bands, unparsed-key census, round-trip bar",polylogue-rii,polylogue-rii,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-rii.3.md,False,False,False,False
279,2,polylogue-rvh,3,task,open,Lesson reinforcement scheduling: judged memory on a forgetting curve,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,D-horizon-ready,D-horizon-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-rvh.md,False,False,False,False
280,1,polylogue-rxdo.5,3,task,open,StandingQueryStage: watched queries re-evaluated on convergence; deltas become candidate findings,polylogue-rxdo,polylogue-rxdo,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-rxdo.5.md,False,False,False,False
281,1,polylogue-rxdo.6,3,task,open,DSL reference operands: from query:/result-set:/cohort: as provenance-preserving AST nodes,polylogue-rxdo,polylogue-rxdo,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-rxdo.6.md,False,False,False,False
282,2,polylogue-rxdo.8,3,task,open,Analysis recipes as DB-native runtime objects; YAML as import/export serialization only,polylogue-rxdo,polylogue-rxdo,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-rxdo.8.md,False,False,True,False
283,3,polylogue-rxdo,2,epic,open,"Analysis provenance: queries, result-sets, findings, analyses as first-class objects",polylogue-rxdo,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,B-local-inspection-needed,B-local-inspection-needed,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-rxdo.md,False,False,True,False
284,0,polylogue-t46.1,3,task,open,Replace showcase QA with demo-driven CLI and visual tests,polylogue-t46,polylogue-t46,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-t46.1.md,False,False,False,False
285,0,polylogue-t46.7,3,task,open,Move compose_context_preamble git enrichment into context/preamble.py,polylogue-t46,polylogue-t46,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-t46.7.md,False,False,False,False
286,2,polylogue-t46,2,epic,open,Contracts own surfaces: delete parallel dispatch and the QA middle layer,polylogue-t46,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-t46.md,False,True,True,False
287,0,polylogue-ttu,3,task,open,"Docs information architecture: tiered index, orphan sweep, stale-doc triage",polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-ttu.md,False,False,False,True
288,0,polylogue-utf,3,task,open,Devtools surface economy: usage-ranked consolidation of the 67-command catalog,polylogue-utf,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-utf.md,False,False,False,False
289,0,polylogue-y4c,3,task,open,"Configuration doctrine: great defaults, DB-backed runtime prefs, Nix module parity",polylogue-w8db,polylogue-w8db,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,D-horizon-ready,D-horizon-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-y4c.md,False,False,True,False
290,1,polylogue-6kh,2,feature,open,"Query-scope preferences bundle: default time window, scope filters, logical fold",polylogue-w8db,polylogue-w8db,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,A-implementation-ready,A-implementation-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-6kh.md,False,False,False,False
291,0,polylogue-ze5,3,task,open,Decision: user.db vocabulary — separate epistemic records from workspace state,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-ze5.md,False,False,True,False
292,0,polylogue-1a9,3,chore,open,Remove dead session-commit stubs + unused web-construct row + stale fuzz README,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-1a9.md,False,False,False,False
293,0,polylogue-48h,3,chore,open,Consolidate SQLite introspection helpers (10 copies of _table_exists and friends),polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-48h.md,False,False,True,False
294,0,polylogue-5dx,3,chore,open,"Dependency leverage policy: [analytics]/[ml] extras, evaluated adoptions",polylogue-5dx,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-5dx.md,False,False,True,False
295,0,polylogue-6bu,3,chore,open,"Docs-site verification lane (pages cache, link integrity)",polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-6bu.md,False,False,False,True
296,0,polylogue-6l6,3,chore,open,Docs/theming/release-proof/control-plane polish,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-6l6.md,False,False,False,True
297,1,polylogue-a7xr.12,3,chore,open,"neighbor_candidates needs a 4-method protocol, not the 20-method SessionQueryRuntimeStore",polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.12.md,False,False,False,False
298,0,polylogue-a7xr.14,3,chore,open,Collapse the one-operation operations-contract framework to concrete Import models,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.14.md,False,False,False,False
299,0,polylogue-a7xr.15,3,chore,open,payloads.py: generic from_row for the 74 identical-name copy lines (keeps typed wire contract),polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.15.md,False,False,True,False
