lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3731,_delete_all_session_message_dependents,3716,3759,execute,DYNAMIC/OTHER,messages,"f""""""
        UPDATE messages
        SET parent_message_id = NULL
        WHERE parent_message_id IN ({placeholders})
        """"""","f"""""" UPDATE messages SET parent_message_id = NULL WHERE parent_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3739,_delete_all_session_message_dependents,3716,3759,execute,DYNAMIC/OTHER,session_events,"f""""""
        UPDATE session_events
        SET source_message_id = NULL
        WHERE source_message_id IN ({placeholders})
        """"""","f"""""" UPDATE session_events SET source_message_id = NULL WHERE source_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3747,_delete_all_session_message_dependents,3716,3759,execute,DYNAMIC/OTHER,session_agent_policies,"f""""""
        UPDATE session_agent_policies
        SET source_message_id = NULL
        WHERE source_message_id IN ({placeholders})
        """"""","f"""""" UPDATE session_agent_policies SET source_message_id = NULL WHERE source_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3755,_delete_all_session_message_dependents,3716,3759,execute,DELETE,web_content_constructs,"""DELETE FROM web_content_constructs WHERE session_id = ?""",DELETE FROM web_content_constructs WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3756,_delete_all_session_message_dependents,3716,3759,execute,DELETE,attachment_refs,"""DELETE FROM attachment_refs WHERE session_id = ?""",DELETE FROM attachment_refs WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3757,_delete_all_session_message_dependents,3716,3759,execute,DELETE,paste_spans,"""DELETE FROM paste_spans WHERE session_id = ?""",DELETE FROM paste_spans WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3758,_delete_all_session_message_dependents,3716,3759,execute,DELETE,blocks,"""DELETE FROM blocks WHERE session_id = ?""",DELETE FROM blocks WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3759,_delete_all_session_message_dependents,3716,3759,execute,DELETE,messages,"""DELETE FROM messages WHERE session_id = ?""",DELETE FROM messages WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3768,_delete_prefix_message_dependents,3762,3796,execute,DYNAMIC/OTHER,messages,"f""""""
        UPDATE messages
        SET parent_message_id = NULL
        WHERE parent_message_id IN ({placeholders})
        """"""","f"""""" UPDATE messages SET parent_message_id = NULL WHERE parent_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3776,_delete_prefix_message_dependents,3762,3796,execute,DYNAMIC/OTHER,session_events,"f""""""
        UPDATE session_events
        SET source_message_id = NULL
        WHERE source_message_id IN ({placeholders})
        """"""","f"""""" UPDATE session_events SET source_message_id = NULL WHERE source_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3784,_delete_prefix_message_dependents,3762,3796,execute,DYNAMIC/OTHER,session_agent_policies,"f""""""
        UPDATE session_agent_policies
        SET source_message_id = NULL
        WHERE source_message_id IN ({placeholders})
        """"""","f"""""" UPDATE session_agent_policies SET source_message_id = NULL WHERE source_message_id IN ({placeholders}) """"""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3810,_reextract_provider_usage_tail_db,3799,3869,execute,DYNAMIC/OTHER,session_provider_usage_events,"f""""""
        DELETE FROM session_provider_usage_events
        WHERE session_id = ?
          AND source_message_id IN ({placeholders})
        """"""","f"""""" DELETE FROM session_provider_usage_events WHERE session_id = ? AND source_message_id IN ({placeholders}) """"""","(child_session_id, *prefix_message_ids)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3842,_reextract_provider_usage_tail_db,3799,3869,execute,DELETE,session_provider_usage_events,"""""""
        DELETE FROM session_provider_usage_events
        WHERE session_id = ?
          AND last_input_tokens = 0
          AND last_output_tokens = 0
          AND last_cached_input_tokens = 0
          AND last_cache_write_tokens = 0
          AND last_reasoning_output_tokens = 0
          AND last_total_tokens = 0
          AND total_input_tokens = 0
          AND total_output_tokens = 0
          AND total_cached_input_tokens = 0
          AND total_cache_write_tokens = 0
          AND total_reasoning_output_tokens = 0
          AND total_tokens = 0
        """"""",DELETE FROM session_provider_usage_events WHERE session_id = ? AND last_input_tokens = 0 AND last_output_tokens = 0 AND last_cached_input_tokens = 0 AND last_cache_write_tokens = 0 AND last_reasoning_output_tokens = 0 AND last_total_tokens = 0 AND total_input_tokens = 0 AND total_output_tokens = 0 AND total_cached_input_tokens = 0 AND total_cache_write_tokens = 0 AND total_reasoning_output_tokens = 0 AND total_tokens = 0,"(child_session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3861,_reextract_provider_usage_tail_db,3799,3869,execute,DELETE,session_model_usage,"""""""
        DELETE FROM session_model_usage
        WHERE session_id = ?
          AND cost_provenance = 'origin_reported'
        """"""",DELETE FROM session_model_usage WHERE session_id = ? AND cost_provenance = 'origin_reported',"(child_session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,4245,_refresh_session_profile_count,4237,4253,execute,DYNAMIC/OTHER,session_profiles;set,"f""""""
        INSERT INTO session_profiles (session_id, {column})
        VALUES (?, ?)
        ON CONFLICT(session_id) DO UPDATE SET
            {column} = excluded.{column}
        """"""","f"""""" INSERT INTO session_profiles (session_id, {column}) VALUES (?, ?) ON CONFLICT(session_id) DO UPDATE SET {column} = excluded.{column} """"""","(session_id, count)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,310,write_parsed_session_to_archive,227,549,execute,INSERT,sessions;set,"""""""
            INSERT INTO sessions (
                native_id, origin, raw_id, branch_type, active_leaf_message_id,
                title, session_kind, title_source, git_branch, git_repository_url, commit_hash,
                instructions_text, reported_duration_ms, provider_project_ref,
                message_count, word_count, tool_use_count, thinking_count,
                paste_count, user_message_count, authored_user_message_count,
                assistant_message_count, system_message_count,
                tool_message_count, user_word_count, authored_user_word_count, assistant_word_count,
                content_hash, created_at_ms, updated_at_ms
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
            ON CONFLICT(origin, native_id) DO UPDATE SET
                raw_id = excluded.raw_id,
                branch_type = excluded.branch_type,
                active_leaf_message_id = excluded.active_leaf_message_id,
                title = COALESCE(excluded.title, sessions.title),
                session_kind = excluded.session_kind,
                title_source = COALESCE(excluded.title_source, sessions.title_source),
                git_branch = excluded.git_branch,
                git_repository_url = excluded.git_repository_url,
                commit_hash = excluded.commit_hash,
                provider_project_ref = excluded.provider_project_ref,
                instructions_text = COALESCE(excluded.instructions_text, sessions.instructions_text),
                reported_duration_ms = excluded.reported_duration_ms,
                content_hash = excluded.content_hash,
                created_at_ms = COALESCE(sessions.created_at_ms, excluded.created_at_ms),
                updated_at_ms = MAX(COALESCE(sessions.updated_at_ms, 0), COALESCE(excluded.updated_at_ms, 0))
            """"""","INSERT INTO sessions ( native_id, origin, raw_id, branch_type, active_leaf_message_id, title, session_kind, title_source, git_branch, git_repository_url, commit_hash, instructions_text, reported_duration_ms, provider_project_ref, message_count, word_count, tool_use_count, thinking_count, paste_count, user_message_count, authored_user_message_count, assistant_message_count, system_message_count, tool_message_count, user_word_count, authored_user_word_count, assistant_word_count, content_hash, created_at_ms, updated_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT(origin, native_id) DO UPDATE SET raw_id = excluded.raw_id, branch_type = excluded.branch_type, active_leaf_message_id = excluded.active_leaf_message_id, title = COALESCE(excluded.title, sessions.title), session_kind = excluded.session_kind, title_source = COALESCE(excluded.title_source, sessions.title_source), git_branch = excluded.git_branch, git_repository_url = excluded.git_repository_url, commit_hash = excluded.commit_hash, provider_project_ref = excluded.provider_project_ref, instructions_text = COALESCE(excluded.instructions_text, sessions.instructions_text), reported_duration_ms = excluded.reported_duration_ms, content_hash = excluded.content_hash, created_at_ms = COALESCE(sessions.created_at_ms, excluded.created_at_ms), updated_at_ms = MAX(COALESCE(sessions.updated_at_ms, 0), COALESCE(excluded.updated_at_ms, 0))","(
                native_id,
                origin.value,
                raw_id,
                _enum_value(session.branch_type),
                active_leaf_message_id,
                _sqlite_text(session.title),
                _enum_value(session.session_kind) or SessionKind.STANDARD.value,
                _enum_value(session.title_source),
                _sqlite_text(session.git_branch),
                _sqlite_text(session.git_repository_url),
                _sqlite_text(session.git_commit_hash),
                _sqlite_text(session.instructions_text),
                session.reported_duration_ms,
                _sqlite_text(session.provider_project_ref),
                session_counts[""message_count""],
                session_counts[""word_count""],
                session_counts[""tool_use_count""],
                session_counts[""thinking_count""],
                session_counts[""paste_count""],
                session_counts[""user_message_count""],
                session_counts[""authored_user_message_count""],
                session_counts[""assistant_message_count""],
                session_counts[""system_message_count""],
                session_counts[""tool_message_count""],
                session_counts[""user_word_count""],
                session_counts[""authored_user_word_count""],
                session_counts[""assistant_word_count""],
                session_content_hash,
                _timestamp_ms(session.created_at),
                _timestamp_ms(session.updated_at),
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,579,_write_ingest_flag_tags,565,586,execute,INSERT,session_tags,"""""""
            INSERT INTO session_tags (session_id, tag, tag_source, method)
            VALUES (?, ?, 'auto', 'parser')
            ON CONFLICT(session_id, tag, tag_source) DO NOTHING
            """"""","INSERT INTO session_tags (session_id, tag, tag_source, method) VALUES (?, ?, 'auto', 'parser') ON CONFLICT(session_id, tag, tag_source) DO NOTHING","(session_id, normalized)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,620,_clear_session_projection_rows,594,621,execute,DYNAMIC/OTHER,,"f""DELETE FROM {table} WHERE session_id = ?""","f""DELETE FROM {table} WHERE session_id = ?""","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,660,upsert_session_profile_costs,646,682,execute,INSERT,session_profiles;set,"""""""
            INSERT INTO session_profiles (
                session_id, cost_credits, cost_usd, cost_is_estimated, cost_provenance, priced_with, priced_at_ms
            ) VALUES (?, ?, ?, ?, ?, ?, ?)
            ON CONFLICT(session_id) DO UPDATE SET
                cost_credits = excluded.cost_credits,
                cost_usd = excluded.cost_usd,
                cost_is_estimated = excluded.cost_is_estimated,
                cost_provenance = excluded.cost_provenance,
                priced_with = excluded.priced_with,
                priced_at_ms = excluded.priced_at_ms
            """"""","INSERT INTO session_profiles ( session_id, cost_credits, cost_usd, cost_is_estimated, cost_provenance, priced_with, priced_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?) ON CONFLICT(session_id) DO UPDATE SET cost_credits = excluded.cost_credits, cost_usd = excluded.cost_usd, cost_is_estimated = excluded.cost_is_estimated, cost_provenance = excluded.cost_provenance, priced_with = excluded.priced_with, priced_at_ms = excluded.priced_at_ms","(
                session_id,
                cost_credits,
                cost_usd,
                1 if cost_is_estimated else 0,
                cost_provenance,
                priced_with,
                priced_at_ms,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,817,upsert_session_tag,799,845,execute,INSERT,session_tags;set,"""""""
            INSERT INTO session_tags (
                session_id, tag, tag_source, method, confidence, evidence_json
            ) VALUES (?, ?, ?, ?, ?, ?)
            ON CONFLICT(session_id, tag, tag_source) DO UPDATE SET
                method = excluded.method,
                confidence = excluded.confidence,
                evidence_json = excluded.evidence_json
            """"""","INSERT INTO session_tags ( session_id, tag, tag_source, method, confidence, evidence_json ) VALUES (?, ?, ?, ?, ?, ?) ON CONFLICT(session_id, tag, tag_source) DO UPDATE SET method = excluded.method, confidence = excluded.confidence, evidence_json = excluded.evidence_json","(
                session_id,
                normalized_tag,
                tag_source,
                method,
                confidence,
                _json_dumps(evidence) if evidence is not None else None,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,944,upsert_session_work_event,920,991,execute,INSERT,session_work_events;set,"""""""
            INSERT INTO session_work_events (
                session_id, position, work_event_type, summary, confidence,
                start_index, end_index, started_at_ms, ended_at_ms, duration_ms,
                file_paths_json, tools_used_json,
                input_high_water_mark, input_high_water_mark_source,
                evidence_json, inference_json, search_text
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
            ON CONFLICT(session_id, position) DO UPDATE SET
                work_event_type = excluded.work_event_type,
                summary = excluded.summary,
                confidence = excluded.confidence,
                start_index = excluded.start_index,
                end_index = excluded.end_index,
                started_at_ms = excluded.started_at_ms,
                ended_at_ms = excluded.ended_at_ms,
                duration_ms = excluded.duration_ms,
                file_paths_json = excluded.file_paths_json,
                tools_used_json = excluded.tools_used_json,
                input_high_water_mark = excluded.input_high_water_mark,
                input_high_water_mark_source = excluded.input_high_water_mark_source,
                evidence_json = excluded.evidence_json,
                inference_json = excluded.inference_json,
                search_text = excluded.search_text
            """"""","INSERT INTO session_work_events ( session_id, position, work_event_type, summary, confidence, start_index, end_index, started_at_ms, ended_at_ms, duration_ms, file_paths_json, tools_used_json, input_high_water_mark, input_high_water_mark_source, evidence_json, inference_json, search_text ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT(session_id, position) DO UPDATE SET work_event_type = excluded.work_event_type, summary = excluded.summary, confidence = excluded.confidence, start_index = excluded.start_index, end_index = excluded.end_index, started_at_ms = excluded.started_at_ms, ended_at_ms = excluded.ended_at_ms, duration_ms = excluded.duration_ms, file_paths_json = excluded.file_paths_json, tools_used_json = excluded.tools_used_json, input_high_water_mark = excluded.input_high_water_mark, input_high_water_mark_source = excluded.input_high_water_mark_source, evidence_json = excluded.evidence_json, inference_json = excluded.inference_json, search_text = excluded.search_text","(
                session_id,
                position,
                work_event_type,
                summary,
                confidence,
                start_index,
                end_index,
                started_at_ms,
                ended_at_ms,
                duration_ms,
                _json_dumps(list(file_paths)),
                _json_dumps(list(tools_used)),
                input_high_water_mark,
                input_high_water_mark_source,
                _json_dumps(evidence or {}),
                _json_dumps(inference or {}),
                search_text,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1060,upsert_session_phase,1039,1100,execute,INSERT,session_phases;set,"""""""
            INSERT INTO session_phases (
                session_id, position, start_index, end_index,
                started_at_ms, ended_at_ms, duration_ms, tool_counts_json, word_count,
                input_high_water_mark, input_high_water_mark_source,
                evidence_json, inference_json, search_text
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
            ON CONFLICT(session_id, position) DO UPDATE SET
                start_index = excluded.start_index,
                end_index = excluded.end_index,
                started_at_ms = excluded.started_at_ms,
                ended_at_ms = excluded.ended_at_ms,
                duration_ms = excluded.duration_ms,
                tool_counts_json = excluded.tool_counts_json,
                word_count = excluded.word_count,
                input_high_water_mark = excluded.input_high_water_mark,
                input_high_water_mark_source = excluded.input_high_water_mark_source,
                evidence_json = excluded.evidence_json,
                inference_json = excluded.inference_json,
                search_text = excluded.search_text
            """"""","INSERT INTO session_phases ( session_id, position, start_index, end_index, started_at_ms, ended_at_ms, duration_ms, tool_counts_json, word_count, input_high_water_mark, input_high_water_mark_source, evidence_json, inference_json, search_text ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT(session_id, position) DO UPDATE SET start_index = excluded.start_index, end_index = excluded.end_index, started_at_ms = excluded.started_at_ms, ended_at_ms = excluded.ended_at_ms, duration_ms = excluded.duration_ms, tool_counts_json = excluded.tool_counts_json, word_count = excluded.word_count, input_high_water_mark = excluded.input_high_water_mark, input_high_water_mark_source = excluded.input_high_water_mark_source, evidence_json = excluded.evidence_json, inference_json = excluded.inference_json, search_text = excluded.search_text","(
                session_id,
                position,
                start_index,
                end_index,
                started_at_ms,
                ended_at_ms,
                duration_ms,
                _json_dumps(tool_counts or {}),
                word_count,
                input_high_water_mark,
                input_high_water_mark_source,
                _json_dumps(evidence or {}),
                _json_dumps(inference or {}),
                search_text,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1585,_write_web_constructs,1526,1601,execute,DELETE,web_content_constructs,"""DELETE FROM web_content_constructs WHERE session_id = ?""",DELETE FROM web_content_constructs WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1587,_write_web_constructs,1526,1601,executemany,DELETE,web_content_constructs,"""DELETE FROM web_content_constructs WHERE block_id = ?""",DELETE FROM web_content_constructs WHERE block_id = ?,"((block_id,) for block_id in block_ids)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1628,_replace_full_session_messages_and_blocks,1604,1672,execute,DELETE,,delete_session_rows_sql(1),delete_session_rows_sql(1),"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1638,_replace_full_session_messages_and_blocks,1604,1672,execute,DELETE,messages,"""DELETE FROM messages WHERE session_id = ?""",DELETE FROM messages WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1837,_write_attachments,1806,1892,execute,INSERT,attachments;set,"""""""
            INSERT INTO attachments (
                attachment_id, display_name, media_type, byte_count, blob_hash, acquisition_status, ref_count
            ) VALUES (?, ?, ?, ?, ?, ?, 0)
            ON CONFLICT(attachment_id) DO UPDATE SET
                display_name = COALESCE(excluded.display_name, attachments.display_name),
                media_type = COALESCE(excluded.media_type, attachments.media_type),
                byte_count = excluded.byte_count,
                blob_hash = COALESCE(excluded.blob_hash, attachments.blob_hash),
                acquisition_status =
                    CASE WHEN excluded.acquisition_status = 'acquired'
                         THEN 'acquired' ELSE attachments.acquisition_status END
            """"""","INSERT INTO attachments ( attachment_id, display_name, media_type, byte_count, blob_hash, acquisition_status, ref_count ) VALUES (?, ?, ?, ?, ?, ?, 0) ON CONFLICT(attachment_id) DO UPDATE SET display_name = COALESCE(excluded.display_name, attachments.display_name), media_type = COALESCE(excluded.media_type, attachments.media_type), byte_count = excluded.byte_count, blob_hash = COALESCE(excluded.blob_hash, attachments.blob_hash), acquisition_status = CASE WHEN excluded.acquisition_status = 'acquired' THEN 'acquired' ELSE attachments.acquisition_status END","(
                attachment_id,
                _sqlite_text(attachment.name),
                _sqlite_text(attachment.mime_type),
                byte_count,
                blob_hash,
                acquisition_status,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1861,_write_attachments,1806,1892,execute,INSERT,attachment_refs,"""""""
            INSERT OR REPLACE INTO attachment_refs (
                attachment_id, session_id, message_id, position, upload_origin, source_url, caption
            ) VALUES (?, ?, ?, ?, ?, ?, ?)
            """"""","INSERT OR REPLACE INTO attachment_refs ( attachment_id, session_id, message_id, position, upload_origin, source_url, caption ) VALUES (?, ?, ?, ?, ?, ?, ?)","(
                attachment_id,
                session_id,
                message_id,
                ref_position,
                _sqlite_text(attachment.upload_origin),
                _sqlite_text(_attachment_source_url(attachment)),
                _sqlite_text(_attachment_caption(attachment)),
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1977,_write_parent_links,1952,1993,execute,UPDATE,messages,"""""""
            UPDATE messages
            SET parent_message_id = ?
            WHERE message_id = ?
            """"""",UPDATE messages SET parent_message_id = ? WHERE message_id = ?,"(
                parent_message_id,
                _message_id(
                    session_id,
                    message,
                    fallback_position,
                    position_offset=position_offset,
                    duplicate_native_ids=duplicate_native_ids,
                ),
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2087,_resolve_session_graph,2037,2126,execute,UPDATE,session_links,"""""""
            UPDATE session_links
            SET resolved_dst_session_id = ?,
                resolved_at_ms = COALESCE(resolved_at_ms, observed_at_ms)
            WHERE src_session_id = ?
              AND dst_native_id = ?
              AND resolved_dst_session_id IS NULL
            """"""","UPDATE session_links SET resolved_dst_session_id = ?, resolved_at_ms = COALESCE(resolved_at_ms, observed_at_ms) WHERE src_session_id = ? AND dst_native_id = ? AND resolved_dst_session_id IS NULL","(session_id, row[0], native_id)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2226,_refresh_session_projection,2192,2258,execute,UPDATE,sessions,"""""""
            UPDATE sessions
            SET parent_session_id = NULL,
                root_session_id = session_id,
                branch_type = ?
            WHERE session_id = ?
            """"""","UPDATE sessions SET parent_session_id = NULL, root_session_id = session_id, branch_type = ? WHERE session_id = ?","(branch_type, session_id)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2273,_refresh_thread,2261,2359,execute,DELETE,thread_sessions,"""DELETE FROM thread_sessions WHERE thread_id = ?""",DELETE FROM thread_sessions WHERE thread_id = ?,"(root_session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2274,_refresh_thread,2261,2359,execute,DELETE,threads,"""DELETE FROM threads WHERE thread_id = ?""",DELETE FROM threads WHERE thread_id = ?,"(root_session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2344,_refresh_thread,2261,2359,execute,INSERT,thread_sessions,"""""""
            INSERT INTO thread_sessions (thread_id, session_id, position)
            VALUES (?, ?, ?)
            """"""","INSERT INTO thread_sessions (thread_id, session_id, position) VALUES (?, ?, ?)","(root_session_id, row[0], position)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,2464,_write_session_events,2395,2487,executemany,INSERT,session_events,"""""""
            INSERT OR REPLACE INTO session_events (
                session_id, source_message_id, position, event_type, summary, occurred_at_ms
            ) VALUES (?, ?, ?, ?, ?, ?)
            """"""","INSERT OR REPLACE INTO session_events ( session_id, source_message_id, position, event_type, summary, occurred_at_ms ) VALUES (?, ?, ?, ?, ?, ?)",session_event_rows
sync,polylogue/storage/sqlite/archive_tiers/write.py,2473,_write_session_events,2395,2487,executemany,INSERT,session_agent_policies,"""""""
            INSERT OR REPLACE INTO session_agent_policies (
                session_id, source_message_id, position, approval_policy,
                sandbox_policy, network_policy, observed_at_ms
            ) VALUES (?, ?, ?, ?, ?, ?, ?)
            """"""","INSERT OR REPLACE INTO session_agent_policies ( session_id, source_message_id, position, approval_policy, sandbox_policy, network_policy, observed_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?)",agent_policy_rows
sync,polylogue/storage/sqlite/archive_tiers/write.py,2483,_write_session_events,2395,2487,executemany,DYNAMIC/OTHER,,_PROVIDER_USAGE_EVENT_INSERT_SQL,_PROVIDER_USAGE_EVENT_INSERT_SQL,provider_usage_rows
sync,polylogue/storage/sqlite/archive_tiers/write.py,3047,_write_working_dirs,3045,3053,execute,INSERT,session_working_dirs,"""""""
            INSERT OR REPLACE INTO session_working_dirs (session_id, path, position)
            VALUES (?, ?, ?)
            """"""","INSERT OR REPLACE INTO session_working_dirs (session_id, path, position) VALUES (?, ?, ?)","(session_id, _sqlite_text(path), position)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3066,_write_reported_costs,3056,3093,execute,INSERT,session_reported_costs,"""""""
            INSERT OR REPLACE INTO session_reported_costs (
                session_id, cost_kind, amount, source, observed_at_ms
            ) VALUES (?, 'usd', ?, 'origin_reported', ?)
            """"""","INSERT OR REPLACE INTO session_reported_costs ( session_id, cost_kind, amount, source, observed_at_ms ) VALUES (?, 'usd', ?, 'origin_reported', ?)","(session_id, session.reported_cost_usd, observed_at_ms)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3091,_write_reported_costs,3056,3093,execute,DYNAMIC/OTHER,,model_usage_sql,model_usage_sql,"(session_id, _sqlite_text(model_name))"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3168,_aggregate_message_tokens_into_model_usage,3096,3209,execute,INSERT,session_model_usage;set,"""""""
            INSERT INTO session_model_usage (
                session_id, model_name,
                input_tokens, output_tokens, cache_read_tokens, cache_write_tokens,
                message_count,
                priced_with, priced_at_ms, cost_usd,
                cost_provenance
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 'priced')
            ON CONFLICT(session_id, model_name) DO UPDATE SET
                input_tokens       = excluded.input_tokens,
                output_tokens      = excluded.output_tokens,
                cache_read_tokens  = excluded.cache_read_tokens,
                cache_write_tokens = excluded.cache_write_tokens,
                message_count      = excluded.message_count,
                priced_with        = excluded.priced_with,
                priced_at_ms       = excluded.priced_at_ms,
                cost_usd           = excluded.cost_usd,
                cost_provenance    = excluded.cost_provenance
            WHERE NOT (
                session_model_usage.cost_provenance = 'origin_reported'
                AND (
                    COALESCE(session_model_usage.input_tokens, 0) != 0
                    OR COALESCE(session_model_usage.output_tokens, 0) != 0
                    OR COALESCE(session_model_usage.cache_read_tokens, 0) != 0
                    OR COALESCE(session_model_usage.cache_write_tokens, 0) != 0
                )
            )
            """"""","INSERT INTO session_model_usage ( session_id, model_name, input_tokens, output_tokens, cache_read_tokens, cache_write_tokens, message_count, priced_with, priced_at_ms, cost_usd, cost_provenance ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 'priced') ON CONFLICT(session_id, model_name) DO UPDATE SET input_tokens = excluded.input_tokens, output_tokens = excluded.output_tokens, cache_read_tokens = excluded.cache_read_tokens, cache_write_tokens = excluded.cache_write_tokens, message_count = excluded.message_count, priced_with = excluded.priced_with, priced_at_ms = excluded.priced_at_ms, cost_usd = excluded.cost_usd, cost_provenance = excluded.cost_provenance WHERE NOT ( session_model_usage.cost_provenance = 'origin_reported' AND ( COALESCE(session_model_usage.input_tokens, 0) != 0 OR COALESCE(session_model_usage.output_tokens, 0) != 0 OR COALESCE(session_model_usage.cache_read_tokens, 0) != 0 OR COALESCE(session_model_usage.cache_write_tokens, 0) != 0 ) )","(
                session_id,
                model_name,
                sum_input,
                sum_output,
                sum_cache_read,
                sum_cache_write,
                msg_count,
                priced_with,
                row_priced_at,
                cost_usd,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3222,_write_repo_edges,3212,3276,execute,INSERT,repos;set,"""""""
            INSERT INTO repos (origin_url, root_path, repo_name, first_seen_at_ms, last_seen_at_ms)
            VALUES (?, ?, ?, ?, ?)
            ON CONFLICT(origin_url, root_path) DO UPDATE SET
                repo_name = COALESCE(NULLIF(excluded.repo_name, ''), repos.repo_name),
                first_seen_at_ms = MIN(repos.first_seen_at_ms, excluded.first_seen_at_ms),
                last_seen_at_ms = MAX(repos.last_seen_at_ms, excluded.last_seen_at_ms)
            """"""","INSERT INTO repos (origin_url, root_path, repo_name, first_seen_at_ms, last_seen_at_ms) VALUES (?, ?, ?, ?, ?) ON CONFLICT(origin_url, root_path) DO UPDATE SET repo_name = COALESCE(NULLIF(excluded.repo_name, ''), repos.repo_name), first_seen_at_ms = MIN(repos.first_seen_at_ms, excluded.first_seen_at_ms), last_seen_at_ms = MAX(repos.last_seen_at_ms, excluded.last_seen_at_ms)","(
                _sqlite_text(origin_url),
                _sqlite_text(root_path),
                _sqlite_text(repo_name or """"),
                observed_at_ms or 0,
                observed_at_ms or 0,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3244,_write_repo_edges,3212,3276,execute,INSERT,session_repos,"""""""
            INSERT OR REPLACE INTO session_repos (
                session_id, repo_id, branch_name, observed_at_ms
            ) VALUES (?, ?, ?, ?)
            """"""","INSERT OR REPLACE INTO session_repos ( session_id, repo_id, branch_name, observed_at_ms ) VALUES (?, ?, ?, ?)","(session_id, repo_id, _sqlite_text(session.git_branch or """"), observed_at_ms or 0)"
